Player,Country,Position,Goals,Minutes Played,Assists,Attempts On Target,Attempts At Goal,Attempts At Goal Conv. Rate (%),Attempts Inside the Penalty Area,Attempts Outside the Penalty Area,Headed Attempts at Goal,xG,xG Efficiency,Corners,Passes,Passes Completed,Passing Accuracy (%),Crosses,Crossing Accuracy (%),Take-Ons Completed,Defensive Linebreaks Attempted,Defensive Linebreaks Acc (%),Switches of Play Attempted,Switches of Play Acc (%),Own Goals,Forced Turnovers,Defensive Pressures Applied,Defensive Pressures Directly Applied,Fouls Against,Fouls For,Yellow Cards,Red Cards,Indirect Red Cards,Offsides,Goalkeeper Saves,Goalkeeper Actions Inside the Penalty Area,Goalkeeper Actions Outside the Penalty Area,Offers To Receive,Offers In Behind,Offers In Between,Offers In Front,Offers Inside Team Shape,Offers Outside Team Shape,Receptions In Behind,Receptions Between Midfield And Defensive Line,Receptions Under Pressure,Player Involvements,Average Speed (km/h),High Speed Running,Sprints,Total Distance (m),Attacking Impact Score,Passing Impact Score,Defensive Impact Score,Movement Impact Score,Goalkeeping Impact Score,Cluster,Player Archetype,Overall Performance Score,Performance Rating,Goalkeeping Rating,PC1,PC2
Marvin Keller,SUI,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0,-1.8491850714187297,0.31666064731001287
Marvin Senaya,GHA,DF,0.0,312.0,0,0,2,0,1,1,0,0.1,0.0,0,91,75,82,8,25,1,4,75,1,100,0,34,89,24,6,4,0,0,0,0,,,,55,17,11,27,12,43,3,10,25,201,5.77,285,171,31108.53,-0.6658997919422912,1.5316289214138867,3.639461438066581,1.0032674752809123,,3,Complete Midfielders,1.1032130042966597,33.9,,1.4745874917645594,-0.9662374105842084
Matej Kovar,CZE,GK,0.0,301.0,0,0,0,0,0,0,0,0.0,0.0,0,97,62,64,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,11.0,60.0,52.0,13,0,0,13,7,6,0,0,10,181,2.86,19,2,14358.61,-1.3243189297858935,-0.7540950357229507,-1.631956563153904,-2.089808162400789,1.5922317462545126,-1,Goalkeeper,0.1988062141918939,6.1,41.2,-1.257834020555642,-0.07469414836031635
Mateo Chavez,MEX,DF,1.0,81.0,0,1,1,100,1,0,0,0.49,2.04,0,26,23,88,1,0,2,2,50,0,0,0,5,18,3,1,1,0,0,0,0,,,,50,9,27,14,14,36,0,6,5,49,1.24,96,41,8450.23,1.4513478703642295,-0.7185374737061387,-0.7640811903254958,-1.3881162460281709,,0,Balanced Contributors,0.4295606347077782,13.2,,-0.36408168526751467,0.8177824674877489
Mateo Kovacic,CRO,MF,0.0,293.0,1,4,5,0,1,4,0,0.46,0.0,0,208,198,95,0,0,2,3,67,2,100,0,7,95,16,3,3,0,0,0,0,,,,88,4,27,57,60,28,1,15,86,442,6.73,354,108,32503.08,1.9195210005956047,2.136615129294387,1.3586233513311616,2.2808503594031726,,3,Complete Midfielders,1.093466118199679,33.6,,1.641136534911775,0.03787684727107303
Matheus Cunha,BRA,FW,3.0,324.0,0,4,10,30,5,5,1,1.21,2.49,3,90,78,87,5,0,3,11,36,0,0,0,9,133,16,1,3,0,0,0,1,,,,184,53,92,39,146,38,2,46,71,223,6.2,417,134,33491.79,5.987056128210628,0.7756854261876598,1.9043395641728456,4.517887927322037,,1,Dynamic Attackers,1.3206844849514452,40.6,,2.6180174845049713,1.645138899490723
Matheus Nunes,POR,MF,0.0,4.0,0,0,0,0,0,0,0,0.0,0.0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,1,0,1,0,0,0,0,2,1.39,6,2,432.75,-1.3243189297858935,-1.6449990285391731,-1.631956563153904,-3.030129002108593,,2,Limited Tournament Impact,0.0744789737721038,2.3,,-1.627061928272036,0.14543415415240116
Mathew Leckie,AUS,FW,0.0,67.0,0,0,1,0,1,0,0,0.1,0.0,0,10,7,70,1,0,0,0,0,0,0,0,2,30,4,1,1,0,0,0,0,,,,7,3,3,1,6,1,1,9,14,33,1.64,100,31,7358.47,-0.9706707866873904,-1.7669970728163022,-0.7564611741828889,-2.163106686200404,,2,Limited Tournament Impact,0.2152641892557761,6.6,,-1.183984807083068,0.1706303698191776
Mathew Ryan,AUS,GK,0.0,2.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.95,2,0,206.87,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.114375565893199,-1.2038479457474982,-1,Goalkeeper,0.0058482845776494,0.2,0.0,-1.8319540081080339,0.31208190809069664
Mathias Olivera,URU,DF,0.0,313.0,0,0,1,0,1,0,1,0.05,0.0,0,226,213,94,3,0,1,6,50,3,100,0,20,42,18,3,0,1,0,0,0,,,,36,8,8,20,14,22,1,10,40,480,6.63,458,126,34595.17,-0.7644149720894012,2.675485504362679,1.1884419241360908,1.1151835934051444,,3,Complete Midfielders,0.9525831715413142,29.3,,1.0223812827045857,-0.984903252385642
Mathieu Choiniere,CAN,MF,0.0,61.0,0,0,0,0,0,0,0,0.0,0.0,1,29,23,79,4,50,0,2,50,1,100,0,2,19,2,1,1,0,0,0,0,,,,19,0,7,12,12,7,0,5,10,63,1.48,132,43,7597.41,-1.261933476999467,0.5211722028014923,-1.0015402037531276,-1.958822824017459,,0,Balanced Contributors,0.3702799369339389,11.4,,-0.7424831874049646,-0.3754531337787306
Matias Fernandez Pardo,BEL,FW,0.0,57.0,0,0,3,0,2,1,0,0.25,0.0,0,15,13,87,3,0,4,3,67,0,0,0,2,25,4,0,0,0,0,0,0,,,,21,15,5,1,8,13,2,18,9,43,3.91,83,52,7102.68,-0.2733380705948515,-0.2822389316192953,-0.9839235308835618,-1.417869046223683,,0,Balanced Contributors,0.3772140025556612,11.6,,-0.6491008051593764,0.12095359199078543
Matias Galarza,PAR,MF,1.0,439.0,1,1,2,50,0,2,0,0.07,13.75,0,113,82,73,4,25,2,6,33,0,0,0,42,197,61,10,9,2,0,0,0,,,,87,24,47,16,35,52,3,35,80,280,5.32,560,237,48496.58,2.209082003113472,0.357089308083011,8.473979039372649,3.507441888857659,,5,Elite All-Round Performers,1.7415442811270043,53.5,,3.580298773077536,-0.2839649542963715
Matias Vina,URU,DF,0.0,49.0,0,0,0,0,0,0,0,0.0,0.0,0,29,23,79,2,0,0,0,0,0,0,0,4,8,0,0,1,0,0,0,1,,,,21,12,2,7,1,20,1,6,15,69,2.12,71,30,5227.49,-1.3243189297858935,-1.4883191959267537,-1.121987795025942,-1.859690338912688,,2,Limited Tournament Impact,0.2056564231648903,6.3,,-1.2390946417752051,0.008638902830905796
Mats Wieffer,NED,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,,-1.8491850714187297,0.31666064731001287
Matt Freese,USA,GK,0.0,419.0,0,0,0,0,0,0,0,0.0,0.0,0,95,63,66,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,10.0,58.0,48.0,15,0,0,15,10,5,0,0,3,172,2.76,26,6,24114.67,-1.3243189297858935,-1.0928175848432489,-1.287843632527364,-1.945221000332994,1.4024914547781129,-1,Goalkeeper,0.214987024749511,6.6,38.4,-1.210620838472344,-0.04911166109023542
Matt Turner,USA,GK,0.0,104.0,0,0,0,0,0,0,0,0.0,0.0,0,33,24,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,21.0,17.0,2,0,0,2,1,1,0,0,1,57,0.68,20,2,5939.08,-1.3243189297858935,-1.428531463513813,-1.631956563153904,-2.8912131956319658,-0.5881682174600433,-1,Goalkeeper,0.0994434306154714,3.1,9.1,-1.5527992750267943,0.09605405378940601
Matthieu Epolo,COD,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0,-1.8491850714187297,0.31666064731001287
Mattias Svanberg,SWE,MF,1.0,25.0,0,2,3,33,2,1,0,0.23,4.26,0,7,7,100,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,,,,8,0,5,3,8,0,0,3,5,23,3.67,49,15,3157.11,1.4429844617569438,-1.5943236805919287,-1.342901172194255,-2.399312462342191,,2,Limited Tournament Impact,0.2446791608891129,7.5,,-0.9134028219546658,1.0941106288016873
Mauricio,PAR,MF,1.0,208.0,0,3,4,25,2,2,0,0.32,3.12,5,69,54,78,12,17,1,4,25,1,100,0,10,75,4,3,3,0,0,0,0,,,,72,16,34,22,43,29,2,21,48,173,5.19,321,110,22291.21,2.1860648705372943,1.087669708491969,0.5848305321199706,1.1374364084437616,,1,Dynamic Attackers,0.8780924847581922,27.0,,1.0220496109183974,0.47560039707316315
Max Arfsten,USA,DF,0.0,2.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,1,1,0,0,2,0,0,0,0,1.09,1,2,231.95,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.047544223019406,,2,Limited Tournament Impact,0.009761489899585,0.3,,-1.8204243556510182,0.3090181812075591
Max Crocombe,NZL,GK,0.0,306.0,0,0,0,0,0,0,0,0.0,0.0,0,107,78,73,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,11.0,97.0,88.0,21,0,0,21,13,8,0,0,0,185,2.56,19,2,13059.58,-1.3243189297858935,-0.7475193427762777,-1.459900097840634,-2.073264604548014,2.784645417870468,-1,Goalkeeper,0.2173114479106365,6.7,58.7,-1.2029657038493677,-0.09430562649414204
Maxence Lacroix,FRA,DF,0.0,173.0,0,0,0,0,0,0,0,0.0,0.0,0,96,91,95,0,0,2,0,0,1,100,0,1,19,8,4,0,0,0,0,1,,,,12,1,2,9,7,5,0,0,5,194,1.73,186,53,17313.36,-1.3243189297858935,0.2106456921959565,-0.8663541826612515,-1.729363620691768,,0,Balanced Contributors,0.3706782362325188,11.4,,-0.7468393881166557,-0.36098756032688545
Maxi Araujo,URU,MF,2.0,278.0,1,3,4,50,3,1,2,1.09,1.83,10,57,50,88,18,44,7,7,86,0,0,0,10,79,11,2,7,0,0,0,6,,,,135,74,51,10,72,63,7,45,55,174,5.96,308,129,27642.83,4.6609267522469136,2.072396757127238,1.748532346295808,3.483861987999309,,1,Dynamic Attackers,1.2972743042145458,39.9,,2.451650996747913,0.9633475933885435
Maxim De Cuyper,BEL,DF,0.0,492.0,0,6,10,0,5,5,0,1.09,0.0,4,246,203,83,16,25,3,9,44,2,100,0,18,77,19,7,2,1,0,0,0,,,,125,47,46,32,47,78,8,38,68,541,6.55,653,234,54016.4,4.1504562150056605,3.782183659199815,1.857357690436002,5.2659699774337305,,5,Elite All-Round Performers,1.5267485606708129,46.9,,3.094553634043841,0.34319332898453375
Maxime Crepeau,CAN,GK,0.0,511.0,0,0,0,0,0,0,0,0.0,0.0,0,123,92,75,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,7.0,49.0,40.0,14,0,0,14,9,5,0,0,6,237,3.3,90,16,28143.54,-1.3243189297858935,-0.5744562132064553,-1.459900097840634,-1.5992618829832552,0.8597417238651777,-1,Goalkeeper,0.2585216819682858,7.9,30.4,-1.0809795020373578,-0.15042259809512107
Maximilian Beier,GER,FW,0.0,33.0,0,0,0,0,0,0,0,0.0,0.0,0,13,6,46,0,0,0,1,0,0,0,0,1,9,1,1,1,0,0,0,0,,,,12,4,8,0,1,11,0,7,7,26,1.62,46,16,3573.92,-1.3243189297858935,-1.9251089798631944,-1.236260739935621,-2.4145432412935457,,2,Limited Tournament Impact,0.1278997498677616,3.9,,-1.469837924568151,0.13251808523991296
Mbekezeli Mbokazi,RSA,DF,0.0,402.0,0,1,4,0,0,4,0,0.06,0.0,0,213,185,87,2,0,2,7,57,3,67,0,9,49,16,3,4,0,0,0,1,,,,29,5,6,18,13,16,0,4,29,466,5.31,336,138,35585.09,0.1871209132749578,2.3875173958455176,1.1455770541777517,0.4646884595178875,,3,Complete Midfielders,0.9224961397013088,28.4,,1.0054283787427367,-0.5437487268582095
Mehdi Ghayedi,IRN,FW,0.0,50.0,0,0,1,0,0,1,0,0.05,0.0,1,9,6,67,3,33,0,1,100,0,0,0,3,13,2,2,1,0,0,0,0,,,,6,3,3,0,4,2,5,7,11,29,1.86,50,24,4683.23,-0.9182489040054308,-0.5342821596323919,-1.0057115542692987,-2.0760630580184274,,2,Limited Tournament Impact,0.2934493048944556,9.0,,-0.9460515667344219,-0.03361197875231702
Mehdi Taremi,IRN,FW,0.0,293.0,0,2,5,0,4,1,1,1.34,0.0,0,71,58,82,2,0,3,4,25,0,0,0,17,100,7,3,5,0,0,0,2,,,,94,53,29,12,63,31,3,55,69,185,6.23,345,156,30405.34,1.8631084416436137,-0.3020551495671408,1.8269620565014368,2.775596277687977,,1,Dynamic Attackers,0.9771170962650264,30.0,,1.2869183264121078,0.431260553470126
Mehdi Torabi,IRN,MF,0.0,29.0,0,0,0,0,0,0,0,0.0,0.0,0,20,17,85,2,0,0,1,100,0,0,0,1,13,1,0,0,0,0,0,0,,,,15,5,6,4,6,9,1,6,11,45,2.34,65,18,3461.66,-1.3243189297858935,-0.6150512090068568,-1.363992492138969,-2.1390743255033806,,2,Limited Tournament Impact,0.2332477488434292,7.2,,-1.155397544617444,-0.12739073939449297
Melvin Mastil,ALG,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0,-1.8491850714187297,0.31666064731001287
Memphis Depay,NED,FW,0.0,68.0,1,0,0,0,0,0,0,0.0,0.0,1,17,15,88,1,100,0,2,100,1,100,0,0,31,2,1,1,1,0,0,0,,,,35,19,14,2,31,4,0,17,18,39,5.39,137,50,8184.41,-0.8536417128161344,1.1312748256693286,-0.9931975027207848,-0.9938316949920718,,0,Balanced Contributors,0.4899053258944222,15.1,,-0.35681012426835135,-0.3916977635168396
Merchas Doski,IRQ,DF,0.0,303.0,0,0,1,0,0,1,0,0.02,0.0,0,141,115,82,3,67,0,13,23,1,100,0,4,65,25,3,8,1,0,0,0,,,,88,15,45,28,22,66,1,11,58,298,6.21,307,128,31441.23,-1.0039825037412196,2.2212600867170766,2.253860480457748,1.8928316456547964,,3,Complete Midfielders,1.0595064224639743,32.6,,1.3196250261298963,-1.1270059345672103
Merih Demiral,TUR,DF,0.0,208.0,0,2,6,0,3,3,2,0.24,0.0,0,124,119,96,1,0,0,5,40,2,100,0,3,9,3,2,1,0,0,0,3,,,,36,17,4,15,19,17,2,10,26,273,4.05,153,57,21211.19,1.585900115903502,1.2803683069343077,-0.9884432331202444,-0.4093518702184989,,0,Balanced Contributors,0.6249828134521094,19.2,,0.2281043820384326,0.44806957518083657
Mert Gunok,TUR,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0,-1.8491850714187297,0.31666064731001287
Mert Muldur,TUR,DF,0.0,132.0,0,0,3,0,3,0,3,0.22,0.0,0,81,72,89,6,17,0,4,100,0,0,0,1,10,5,1,2,0,0,0,0,,,,52,20,24,8,8,44,2,27,26,173,7.5,145,57,15133.29,0.4098719528520942,0.535449843160287,-0.8067509593089649,0.2806840154652643,,0,Balanced Contributors,0.5826440636889832,17.9,,0.011389561773402057,0.11366414505225664
Meschack Elia,COD,FW,0.0,59.0,1,2,2,0,0,2,0,0.05,0.0,0,14,13,93,2,0,0,5,60,0,0,0,1,25,3,2,0,0,0,0,0,,,,14,6,8,0,3,11,3,12,9,41,3.31,86,41,6530.78,0.2237475425000353,-0.5641818156845657,-1.10783228429125,-1.6820511456609022,,2,Limited Tournament Impact,0.345655399569639,10.6,,-0.7052519461284107,0.3844297969353633
Meshaal Barsham,QAT,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0,-1.8491850714187297,0.31666064731001287
Michael Boxall,NZL,DF,0.0,237.0,0,0,0,0,0,0,0,0.0,0.0,0,115,104,90,1,100,0,0,0,0,0,0,4,21,12,2,2,0,0,0,0,,,,26,0,0,26,9,17,0,3,18,240,5.59,181,75,22180.78,-1.3243189297858935,0.0386288743870466,-0.0667596009977088,-0.695378449445608,,0,Balanced Contributors,0.4969685208182774,15.3,,-0.373802214693844,-0.45575215272809094
Michael Gregoritsch,AUT,FW,0.0,207.0,1,0,1,0,1,0,1,0.18,0.0,0,29,20,69,0,0,0,2,0,0,0,0,9,110,3,1,1,0,0,0,2,,,,35,23,12,0,25,10,1,21,25,62,4.45,213,86,20132.08,-0.2549479044588337,-1.525217103848231,0.5046500877975605,-0.3900653917433045,,0,Balanced Contributors,0.4887195994182283,15.0,,-0.3204281806092985,0.17576767908685556
Michael Olise,FRA,FW,0.0,617.0,5,5,17,0,8,9,0,1.84,0.0,24,360,311,86,20,25,16,26,73,2,100,0,35,235,21,4,16,1,0,0,0,,,,312,55,172,85,204,108,8,116,206,823,7.13,917,338,73047.22,9.824215133985458,7.943226927986532,7.199527666709764,12.715452221465048,,4,Tournament Superstars,3.0215885664683992,92.9,,7.956146296287566,0.7155257310260542
Michael Svoboda,AUT,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,,-1.8491850714187297,0.31666064731001287
Michael Woud,NZL,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0,-1.8491850714187297,0.31666064731001287
Michal Sadilek,CZE,MF,1.0,204.0,0,3,7,14,5,2,1,0.7,1.42,5,84,69,82,11,18,0,4,50,2,100,0,10,75,4,0,3,0,0,0,0,,,,67,15,26,26,35,32,2,16,36,201,7.16,385,125,24212.55,3.2833887970054305,1.5044365901943386,0.5848305321199706,1.2892108196059524,,1,Dynamic Attackers,0.9593223643665652,29.5,,1.3466041494255114,0.7891608328720443
Michel Aebischer,SUI,MF,0.0,176.0,0,1,2,0,2,0,1,0.34,0.0,5,76,66,87,6,0,2,3,33,0,0,0,8,52,6,3,2,0,0,0,0,,,,99,24,52,23,59,40,2,27,30,173,4.86,321,117,21047.55,0.2946916024689249,-0.0922114593956126,0.1564615966451771,1.5965174350198976,,0,Balanced Contributors,0.7020090372482899,21.6,,0.35403640291740823,0.03749356866468035
Micky Van De Ven,NED,DF,0.0,291.0,0,1,3,0,2,1,2,0.13,0.0,0,117,105,90,3,0,1,3,67,0,0,0,8,87,13,5,1,1,0,0,0,,,,18,8,2,8,5,13,3,11,24,242,4.22,245,92,27342.03,0.3692676974832828,0.2701478152320178,0.8033976108565599,-0.3456284462338657,,0,Balanced Contributors,0.6831931002841991,21.0,,0.3067019766605387,0.015962159897303322
Miguel Almiron,PAR,MF,0.0,306.0,0,0,4,0,1,3,0,0.11,0.0,2,67,49,73,4,0,6,6,67,0,0,0,17,123,21,2,7,1,1,0,0,,,,82,13,53,16,32,50,2,26,54,183,6.51,357,129,33177.48,0.0761958187705477,0.4859182682823788,3.288244567135698,1.961022407569185,,3,Complete Midfielders,1.07024476724588,32.9,,1.4300782833132564,-0.49378208645345495
Mike Maignan,FRA,GK,0.0,707.0,0,0,0,0,0,0,0,0.0,0.0,0,210,164,78,0,0,0,3,33,1,100,0,0,0,0,0,2,0,0,0,0,11.0,80.0,64.0,46,0,0,46,32,14,0,0,8,401,3.18,97,12,37516.54,-1.3243189297858935,1.1882701162402631,-1.287843632527364,-0.6289202031167683,2.10400498960202,-1,Goalkeeper,0.4694166424763984,14.4,48.7,-0.45351474657833857,-0.5627036196608483
Mike Penders,BEL,GK,0.0,,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0,-1.8491850714187297,0.31666064731001287
Mikel Merino,ESP,MF,2.0,200.0,0,3,4,50,4,0,0,1.34,1.49,0,82,72,88,1,0,2,3,67,1,100,0,20,85,8,5,5,0,0,0,0,,,,103,35,58,10,68,35,3,31,47,182,7.75,442,107,24908.08,3.27651554920227,0.8695193504034323,1.909284574044341,2.465581068621841,,1,Dynamic Attackers,1.1096446507910218,34.1,,1.7893953298619008,0.7237946339290333
Mikel Oyarzabal,ESP,FW,5.0,599.0,1,11,22,23,16,6,5,4.29,1.17,0,132,112,85,8,13,2,4,25,2,50,0,53,236,13,3,4,0,0,0,0,,,,274,142,118,14,224,50,13,111,117,353,5.91,659,285,58923.14,15.443509161350462,1.3315029873616175,5.774869931833006,10.00022631785308,,4,Tournament Superstars,2.412090251341405,74.2,,6.565456195813077,4.364439674182278
Milad Mohammadi,IRN,DF,0.0,235.0,0,1,1,0,1,0,0,0.06,0.0,0,80,66,83,4,0,6,4,75,0,0,0,23,62,22,1,1,0,0,0,2,,,,57,31,18,8,20,37,4,12,26,174,6.7,299,142,26000.62,-0.7561420791048089,0.5842923529062513,2.0154412494810128,1.0489272393501938,,3,Complete Midfielders,0.8682464914354524,26.7,,0.7692388770028097,-0.6476459502107512
Miles Robinson,USA,DF,0.0,104.0,0,0,1,0,1,0,1,0.06,0.0,0,58,54,93,0,0,0,0,0,1,100,0,6,11,5,2,0,0,0,0,0,,,,15,0,0,15,10,5,0,1,18,129,1.36,134,43,11909.05,-0.756632256439614,-0.3152251628741019,-0.8282041159144652,-1.8784121777047007,,0,Balanced Contributors,0.3455012410975522,10.6,,-0.7792862026747659,-0.04489820921489022
Milos Degenek,AUS,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,,-1.8491850714187297,0.31666064731001287
Miro Muheim,SUI,DF,0.0,115.0,0,0,0,0,0,0,0,0.0,0.0,0,40,31,78,3,0,0,5,20,0,0,1,3,16,1,1,3,1,0,0,0,,,,30,9,13,8,2,28,0,6,9,77,3.23,150,44,12070.06,-1.3243189297858935,-0.7630578368682458,-0.6899481230692931,-1.3797357296110897,,2,Limited Tournament Impact,0.3328999212359455,10.2,,-0.8610032367628466,-0.2015318549515528
Mladen Jurkas,BIH,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0,-1.8491850714187297,0.31666064731001287
Mohamed Abdelmoneim,EGY,DF,0.0,15.0,0,0,0,0,0,0,0,0.0,0.0,0,14,14,100,0,0,0,0,0,1,100,0,0,0,0,1,0,0,0,0,0,,,,6,0,1,5,1,5,0,0,3,32,3.29,26,10,1530.7,-1.3243189297858935,-0.6125735826110126,-1.631956563153904,-2.5945372526716195,,2,Limited Tournament Impact,0.1802559488803411,5.5,,-1.312026133083887,-0.07967615413955083
Mohamed Alaa,EGY,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0,-1.8491850714187297,0.31666064731001287
Mohamed Amine Ben Hmida,TUN,DF,0.0,221.0,0,0,0,0,0,0,0,0.0,0.0,0,98,81,83,0,0,0,1,0,1,0,0,7,30,11,3,1,0,0,0,0,,,,38,2,0,36,12,26,0,1,18,208,5.95,167,70,22028.58,-1.3243189297858935,-0.7464674314312694,-0.0137313386264948,-0.5198388629684955,,0,Balanced Contributors,0.4514525900030908,13.9,,-0.5103785372629341,-0.3132095957493986
Mohamed Amine Tougai,ALG,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,,-1.8491850714187297,0.31666064731001287
Mohamed Amoura,ALG,FW,0.0,31.0,0,0,0,0,0,0,0,0.0,0.0,0,8,7,88,0,0,0,0,0,0,0,0,2,32,1,1,0,0,0,0,0,,,,27,8,17,2,24,3,0,5,5,16,1.74,57,24,3799.52,-1.3243189297858935,-1.6875538050875447,-1.091134385718127,-2.1130594939954137,,2,Limited Tournament Impact,0.1783831979908342,5.5,,-1.3200452013223387,0.05669522090245576
Mohamed Elshenawy,EGY,GK,0.0,,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0,-1.8491850714187297,0.31666064731001287
