Player,Country,Position,Goals,Minutes Played,Assists,Attempts On Target,Attempts At Goal,Attempts At Goal Conv. Rate (%),Attempts Inside the Penalty Area,Attempts Outside the Penalty Area,Headed Attempts at Goal,xG,xG Efficiency,Corners,Passes,Passes Completed,Passing Accuracy (%),Crosses,Crossing Accuracy (%),Take-Ons Completed,Defensive Linebreaks Attempted,Defensive Linebreaks Acc (%),Switches of Play Attempted,Switches of Play Acc (%),Own Goals,Forced Turnovers,Defensive Pressures Applied,Defensive Pressures Directly Applied,Fouls Against,Fouls For,Yellow Cards,Red Cards,Indirect Red Cards,Offsides,Goalkeeper Saves,Goalkeeper Actions Inside the Penalty Area,Goalkeeper Actions Outside the Penalty Area,Offers To Receive,Offers In Behind,Offers In Between,Offers In Front,Offers Inside Team Shape,Offers Outside Team Shape,Receptions In Behind,Receptions Between Midfield And Defensive Line,Receptions Under Pressure,Player Involvements,Average Speed (km/h),High Speed Running,Sprints,Total Distance (m),PC1,PC2
Scott Mctominay,SCO,MF,0.0,306.0,0,3,8,0,8,0,3,0.65,0.0,0,96,87,91,0,0,4,1,100,2,100,0,11,103,6,3,0,0,0,0,0,,,,117,37,45,35,71,46,0,32,64,226,7.12,483,135,36353.67,2.86061236934129,-1.4906588330925474
Sead Kolasinac,BIH,DF,0.0,373.0,1,0,0,0,0,0,0,0.0,0.0,0,173,141,82,9,11,1,5,20,0,0,0,10,49,17,6,4,0,0,0,0,,,,54,25,13,16,14,40,5,23,93,370,6.09,339,142,38026.39,-0.9160271656025611,-0.21184803781213754
Sebastian Berhalter,USA,MF,1.0,231.0,1,1,3,33,0,3,0,0.1,10.14,12,136,114,84,9,78,1,10,80,3,67,0,9,63,17,5,7,1,0,0,0,,,,114,6,41,67,83,31,0,8,51,307,7.36,443,111,28137.58,2.7873161238374506,4.152498337927292
Sebastian Caceres,URU,DF,0.0,313.0,0,0,3,0,2,1,2,0.13,0.0,0,172,154,90,1,0,0,4,50,3,100,0,8,31,13,2,2,0,0,0,0,,,,31,1,0,30,18,13,0,4,20,373,5.81,303,98,30359.66,0.12360812730155195,-0.6100000900648122
Sebastian Tounekti,TUN,MF,0.0,98.0,0,0,0,0,0,0,0,0.0,0.0,0,18,16,89,3,0,1,1,0,0,0,0,1,33,1,1,0,0,0,0,0,,,,62,19,41,2,46,16,1,13,15,46,7.03,146,55,11128.49,-1.3243189297858935,-0.023297763363791982
Seko Fofana,CIV,MF,0.0,103.0,0,1,5,0,0,5,0,0.4,0.0,0,45,38,84,0,0,0,2,0,0,0,0,3,28,1,1,0,1,0,0,0,,,,24,4,16,4,18,6,1,6,29,106,3.37,168,54,11627.71,0.7565042401128262,-0.9255351572880436
Senne Lammens,BEL,GK,0.0,26.0,0,0,0,0,0,0,0,0.0,0.0,0,13,6,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,7.0,5.0,1,0,0,1,1,0,0,0,0,23,0.61,4,1,1607.37,-1.3243189297858935,-0.023297763363791982
Seol Youngwoo,KOR,DF,0.0,274.0,0,0,2,0,1,1,0,0.03,0.0,0,123,113,92,11,27,0,6,83,0,0,0,6,41,6,1,2,0,0,0,4,,,,86,42,38,6,42,44,9,40,58,258,6.66,309,155,30578.14,-0.7203788014908025,-0.2987529025064141
Sergino Dest,USA,DF,0.0,335.0,0,1,3,0,1,2,0,0.21,0.0,0,102,89,87,7,29,9,14,64,0,0,0,14,97,9,2,4,0,0,0,0,,,,140,70,48,22,63,77,4,54,53,248,6.75,464,210,36917.8,-0.0298593548678007,-0.538069937283877
Sergio Rochet,URU,GK,0.0,51.0,0,0,0,0,0,0,0,0.0,0.0,0,19,10,53,0,0,0,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.0,5.0,5,0,0,5,3,2,0,0,0,38,1.2,6,3,3079.43,-1.3243189297858935,-0.023297763363791982
Shahriyar Moghanloo,IRN,FW,0.0,108.0,0,0,3,0,2,1,1,0.51,0.0,0,25,15,60,2,0,0,2,50,1,0,0,6,52,4,1,1,0,0,0,1,,,,19,13,6,0,15,4,4,22,17,66,7.1,168,47,12254.16,0.1741819291465447,-0.611616794625722
Sherel Floranus,CUW,DF,0.0,300.0,0,0,2,0,1,1,0,0.17,0.0,0,112,95,85,0,0,1,3,33,1,100,0,16,95,25,2,0,0,0,0,1,,,,33,10,11,12,14,19,0,8,42,232,5.97,320,116,29893.73,-0.61142078239378,-0.3311436105577147
Sherzod Esanov,UZB,MF,0.0,3.0,0,0,0,0,0,0,0,0.0,0.0,0,1,1,100,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,2,3.6,15,6,657.16,-1.3243189297858935,-0.023297763363791982
Sherzod Nasrullaev,UZB,DF,0.0,206.0,0,1,1,0,1,0,0,0.08,0.0,0,48,35,73,3,0,1,5,0,0,0,0,5,42,9,3,2,1,0,0,0,,,,29,9,15,5,5,24,1,16,20,118,6.23,232,95,21551.92,-0.7405766478052342,-0.20198251370315387
Shogo Taniguchi,JPN,DF,0.0,267.0,0,0,0,0,0,0,0,0.0,0.0,0,127,122,96,1,0,0,1,0,0,0,0,3,11,4,2,1,1,0,0,0,,,,28,1,2,25,17,11,1,0,20,245,4.15,189,56,24756.98,-1.3243189297858935,-0.023297763363791982
Shoja Khalilzadeh,IRN,DF,0.0,309.0,0,0,2,0,2,0,2,0.18,0.0,0,141,118,84,0,0,0,1,0,2,100,0,8,26,12,4,0,1,0,0,1,,,,32,0,1,31,22,10,0,3,17,297,5.59,255,78,28814.55,-0.14224928919461055,-0.46856303131659044
Shurandy Sambo,CUW,DF,0.0,6.0,0,0,0,0,0,0,0,0.0,0.0,0,3,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,0,1,1,1,1,0,0,0,7,2.18,9,4,726.32,-1.3243189297858935,-0.023297763363791982
Shuto Machino,JPN,FW,0.0,23.0,0,0,0,0,0,0,0,0.0,0.0,0,4,3,75,1,0,1,0,0,1,100,0,1,4,1,1,0,0,0,0,0,,,,7,2,5,0,2,5,0,3,2,10,1.59,27,8,2487.67,-1.3243189297858935,-0.023297763363791982
Sidny Lopes Cabral,CPV,DF,1.0,324.0,0,2,4,25,0,4,0,0.11,8.93,8,105,87,83,11,9,3,3,33,0,0,0,22,77,9,2,9,2,0,0,0,,,,83,18,48,17,12,71,2,16,54,234,5.79,257,117,30954.32,2.4927031428988053,3.486196883774868
Silvan Widmer,SUI,DF,0.0,210.0,0,0,0,0,0,0,0,0.0,0.0,0,73,57,78,4,25,0,5,40,1,100,0,11,59,13,2,0,0,0,0,0,,,,56,20,21,15,14,42,5,9,29,159,5.55,290,97,22662.91,-1.3243189297858935,-0.023297763363791982
Simon Adingra,CIV,FW,0.0,22.0,0,0,0,0,0,0,0,0.0,0.0,1,10,9,90,1,100,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,,,,25,11,8,6,5,20,0,5,4,23,1.82,35,14,2769.08,-1.261933476999467,-0.047477874804663825
Simon Banza,COD,FW,0.0,49.0,0,0,0,0,0,0,0,0.0,0.0,0,6,4,67,0,0,0,0,0,1,0,0,3,25,3,1,0,0,0,0,0,,,,24,17,7,0,20,4,1,4,7,14,3.47,70,23,5130.52,-1.3243189297858935,-0.023297763363791982
Sipho Chaine,RSA,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Sofyan Amrabat,MAR,MF,0.0,175.0,0,0,0,0,0,0,0,0.0,0.0,0,106,98,92,0,0,0,3,67,2,100,0,10,49,16,4,2,0,0,0,0,,,,62,2,10,50,50,12,0,3,20,217,3.24,263,81,18860.83,-1.3243189297858935,-0.023297763363791982
Son Heungmin,KOR,FW,0.0,183.0,0,1,7,0,4,3,0,0.81,0.0,3,58,49,84,3,33,4,2,50,0,0,0,9,54,0,0,4,0,0,0,2,,,,97,51,34,12,70,27,6,35,50,142,6.14,169,96,18757.38,1.7564938970257074,-1.2489600736881528
Sondre Langas,NOR,DF,0.0,29.0,0,0,0,0,0,0,0,0.0,0.0,0,10,9,90,0,0,0,0,0,1,100,0,1,1,1,0,0,0,0,0,0,,,,4,0,0,4,1,3,0,0,1,20,0.99,26,11,2880.7,-1.3243189297858935,-0.023297763363791982
Song Bumkeun,KOR,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Sontje Hansen,CUW,FW,0.0,50.0,0,1,1,0,0,1,0,0.03,0.0,0,6,5,83,0,0,0,0,0,0,0,0,2,31,1,0,0,0,0,0,0,,,,21,15,6,0,13,8,1,7,7,20,1.96,59,26,4910.75,-0.7505402179097014,-0.22791046808628992
Soufiane Rahimi,MAR,FW,2.0,215.0,1,4,6,33,5,1,2,1.59,1.26,0,37,27,73,5,40,2,5,40,0,0,0,5,73,11,5,6,0,0,0,2,,,,100,69,26,5,78,22,11,32,33,112,7.27,317,137,25328.44,4.971274935689621,0.6780880556070169
Sphephelo Sithole,RSA,MF,0.0,252.0,0,0,0,0,0,0,0,0.0,0.0,0,129,109,84,0,0,0,1,0,5,80,0,7,72,13,5,1,0,1,0,0,,,,115,3,48,64,85,30,0,11,47,288,6.6,463,119,28152.2,-1.3243189297858935,-0.023297763363791982
Stefan Posch,AUT,DF,0.0,370.0,0,0,3,0,3,0,1,0.4,0.0,0,132,98,74,2,0,0,11,36,0,0,0,10,103,29,7,3,2,0,0,0,,,,96,30,47,19,13,83,4,26,88,274,6.43,479,164,39797.88,0.05962204885441477,-0.5486708881839569
Stepan Chaloupek,CZE,DF,0.0,99.0,0,0,0,0,0,0,0,0.0,0.0,0,22,15,68,0,0,0,1,0,1,100,0,1,22,15,1,0,0,0,0,0,,,,4,0,0,4,0,4,0,1,9,54,2.18,141,46,10873.66,-1.3243189297858935,-0.023297763363791982
Stephen Eustaquio,CAN,MF,1.0,444.0,0,1,4,25,0,4,0,0.1,10.34,44,281,244,87,42,38,2,15,60,3,100,0,16,91,15,2,6,0,0,0,0,,,,212,22,76,114,133,79,1,31,127,618,7.14,897,210,52496.91,4.599363780463359,3.157466930367171
Steve Kapuadi,COD,DF,0.0,201.0,0,0,1,0,1,0,1,0.08,0.0,0,55,46,84,0,0,0,0,0,1,0,0,6,18,6,2,0,0,0,0,0,,,,22,3,1,18,7,15,0,2,11,114,2.9,211,60,19496.83,-0.7410668251400393,-0.24361677533652684
Steven Moreira,CPV,DF,0.0,346.0,0,0,2,0,1,1,0,0.06,0.0,0,109,88,81,4,75,3,3,0,0,0,0,9,77,7,0,2,0,0,0,0,,,,56,10,35,11,14,42,0,11,39,226,6.63,313,113,33908.12,-0.6970306545414405,-0.3056937685174071
Stjepan Radeljic,BIH,DF,0.0,211.0,0,0,1,0,1,0,0,0.01,0.0,0,153,137,90,0,0,0,2,100,2,50,0,1,9,4,1,3,1,0,0,0,,,,7,0,0,7,3,4,0,1,21,318,2.86,186,63,20111.1,-1.040715227535476,-0.14112048973254204
Stopira,CPV,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Sultan Albrake,QAT,DF,0.0,167.0,0,0,0,0,0,0,0,0.0,0.0,0,42,33,79,3,33,0,3,0,1,100,0,2,50,4,2,0,0,0,0,0,,,,38,14,10,14,10,28,4,8,11,89,4.19,215,70,17683.33,-1.3243189297858935,-0.023297763363791982
Sultan Mandash,KSA,FW,0.0,71.0,0,0,0,0,0,0,0,0.0,0.0,0,9,7,78,0,0,0,0,0,0,0,0,15,22,5,1,2,0,0,0,0,,,,22,11,6,5,8,14,1,4,14,29,2.38,107,50,8464.47,-1.3243189297858935,-0.023297763363791982
Taha Ali,SWE,FW,0.0,46.0,0,0,0,0,0,0,0,0.0,0.0,0,16,15,94,1,0,4,2,100,0,0,0,4,15,0,0,2,0,0,0,0,,,,19,2,11,6,1,18,1,9,10,40,3.13,61,26,4821.78,-1.3243189297858935,-0.023297763363791982
Tahith Chong,CUW,MF,0.0,267.0,0,2,4,0,2,2,0,0.2,0.0,0,61,51,84,0,0,9,11,64,0,0,0,5,113,9,3,13,0,0,0,0,,,,116,31,78,7,73,43,4,38,78,169,6.14,293,107,27318.08,0.4838384862647727,-0.69593208959026
Tahsin Mohammed,QAT,FW,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Tajon Buchanan,CAN,FW,0.0,401.0,0,3,6,0,3,3,0,0.68,0.0,1,95,76,80,17,18,6,9,56,1,100,0,29,136,32,5,8,0,0,0,2,,,,95,55,34,6,25,70,14,73,97,262,6.58,537,213,43975.29,1.7460458417684503,-1.14434700028361
Takefusa Kubo,JPN,MF,0.0,77.0,1,0,1,0,0,1,0,0.01,0.0,0,16,12,75,0,0,0,2,50,0,0,0,0,49,3,1,1,0,0,0,0,,,,20,7,9,4,15,5,1,4,10,36,1.57,85,32,7808.85,-0.6034734552076747,-0.3671668285823453
Takehiro Tomiyasu,JPN,DF,0.0,208.0,0,0,1,0,1,0,0,0.2,0.0,0,127,109,86,1,0,1,6,33,2,0,0,4,24,11,5,2,0,0,0,0,,,,37,0,7,30,8,29,1,0,10,258,4.81,202,53,21029.22,-0.892843630189517,-0.18507930780216425
Tani Oluwaseyi,CAN,FW,0.0,288.0,0,4,8,0,8,0,2,0.99,0.0,0,41,27,66,4,0,4,4,50,1,100,0,11,104,20,5,5,0,0,0,1,,,,132,94,36,2,107,25,6,49,55,131,6.11,350,172,29357.02,3.1257148787688647,-1.5276877195837617
Tarek Alaa,EGY,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Tarik Muharemovic,BIH,DF,0.0,292.0,0,0,1,0,1,0,1,0.12,0.0,0,153,132,86,0,0,1,3,67,3,100,0,10,25,11,5,2,0,1,0,0,,,,11,0,1,10,5,6,0,2,23,324,5.92,279,78,28776.65,-0.70993596254089,-0.25287126335118415
Teboho Mokoena,RSA,MF,1.0,301.0,0,2,4,25,1,3,0,0.84,1.19,0,196,176,90,3,0,1,6,50,4,100,0,13,95,22,3,6,2,0,0,0,,,,144,13,50,81,89,55,1,12,87,428,6.15,423,121,30982.52,1.9057765047728,0.8322472683105644
Telmo Arcanjo,CPV,MF,0.0,69.0,0,0,0,0,0,0,0,0.0,0.0,1,14,12,86,1,100,2,0,0,1,100,0,6,27,1,0,1,0,0,0,0,,,,12,3,4,5,7,5,0,5,12,31,3.03,58,27,6515.91,-1.261933476999467,-0.047477874804663825
Tete Yengi,AUS,FW,0.0,33.0,0,1,1,0,1,0,0,0.1,0.0,0,5,3,60,1,0,0,2,0,0,0,0,1,17,2,3,0,0,0,0,0,,,,11,6,5,0,6,5,2,8,8,17,3.74,59,20,4138.21,-0.7250112165056596,-0.20660975771048254
Teun Koopmeiners,NED,MF,0.0,145.0,0,0,2,0,2,0,1,0.11,0.0,3,63,54,86,4,50,0,2,50,2,100,0,8,44,9,3,0,0,0,0,0,,,,44,8,13,23,29,15,0,4,7,127,7.14,228,57,16774.64,-0.2547413332307676,-0.43860708003522114
Thabang Matuludi,RSA,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Thalente Mbatha,RSA,MF,0.0,293.0,0,1,4,0,0,4,0,0.11,0.0,0,97,82,85,4,0,0,4,50,1,100,0,12,99,14,4,0,1,0,0,0,,,,86,15,38,33,65,21,1,12,38,222,6.41,446,145,31917.63,0.22603449152389454,-0.7054349504152349
Thapelo Maseko,RSA,FW,1.0,255.0,0,1,8,13,4,4,0,0.47,2.13,1,49,37,76,2,0,8,5,40,0,0,0,9,97,23,4,10,0,0,0,0,,,,84,43,37,4,42,42,3,40,49,152,4.77,299,159,27093.85,2.4974743134600286,0.278164101911965
Thelo Aasgaard,NOR,MF,1.0,100.0,0,1,2,50,1,1,0,0.18,5.48,0,43,38,88,0,0,0,1,100,1,100,0,3,19,3,0,3,0,0,0,0,,,,59,9,31,19,44,15,0,14,34,99,1.11,127,39,11184.96,1.187482604415188,3.862853903016862
Themba Zwane,RSA,MF,0.0,19.0,0,0,0,0,0,0,0,0.0,0.0,0,7,5,71,0,0,0,0,0,0,0,0,2,12,0,1,0,0,1,0,0,,,,6,0,5,1,5,1,0,0,5,14,5.29,35,10,2021.04,-1.3243189297858935,-0.023297763363791982
Theo Bongonda,COD,MF,0.0,47.0,0,0,1,0,1,0,0,0.04,0.0,1,13,9,69,2,0,0,2,0,0,0,0,1,19,2,0,1,0,0,0,0,,,,8,5,2,1,6,2,0,6,11,40,3.44,55,24,5477.05,-0.9549816277996875,-0.17224146718440686
Theo Hernandez,FRA,DF,0.0,247.0,0,0,3,0,1,2,0,0.12,0.0,0,123,117,95,4,25,1,2,50,1,100,0,25,48,10,2,4,0,0,0,0,,,,56,24,21,11,25,31,3,12,30,271,3.63,248,108,25066.23,-0.3455633658976173,-0.47258066930593645
Thiago Almada,ARG,FW,0.0,267.0,0,2,5,0,2,3,0,0.25,0.0,0,170,154,91,1,0,3,2,50,2,100,0,26,70,11,2,2,1,0,0,2,,,,170,41,85,44,122,48,1,52,89,368,5.86,362,137,31810.05,0.8275230592588084,-0.860505368375125
Thibaut Courtois,BEL,GK,0.0,625.0,0,0,0,0,0,0,0,0.0,0.0,0,198,144,73,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,110.0,90.0,38,0,0,38,29,9,0,0,3,372,2.88,55,13,29790.48,-1.3243189297858935,-0.023297763363791982
Thomas Meunier,BEL,DF,0.0,226.0,1,1,2,0,1,1,0,0.11,0.0,0,116,98,84,8,38,1,8,38,2,50,0,17,48,9,9,0,0,0,0,0,,,,84,38,22,24,29,55,5,23,34,243,3.58,363,157,27147.57,-0.004165741927440846,-0.5504788229290358
Thomas Partey,GHA,MF,0.0,307.0,0,0,2,0,0,2,0,0.09,0.0,0,152,134,88,0,0,1,4,50,0,0,0,5,52,14,2,5,0,0,0,0,,,,40,0,8,32,33,7,0,8,31,324,4.54,359,77,31028.86,-0.6447324994476091,-0.35013069892985776
Tijjani Reijnders,NED,MF,0.0,211.0,1,2,4,0,3,1,0,0.48,0.0,10,67,53,79,15,40,0,4,50,0,0,0,7,34,5,0,3,0,0,0,1,,,,165,51,68,46,118,47,3,26,35,166,4.97,286,95,23300.38,1.7049508083619467,-1.1535688301484675
Tim Payne,NZL,DF,0.0,241.0,1,0,1,0,0,1,0,0.02,0.0,3,87,72,83,9,11,1,3,0,0,0,0,5,57,9,2,2,0,0,0,0,,,,31,10,12,9,5,26,2,11,41,191,6.23,309,105,25040.85,-0.4085343811986074,-0.4420207849086252
Tim Ream,USA,DF,0.0,419.0,0,0,0,0,0,0,0,0.0,0.0,0,298,281,94,0,0,2,6,33,5,100,0,3,16,6,0,2,0,0,0,0,,,,19,0,1,18,6,13,0,1,38,622,4.36,432,109,38063.62,-1.3243189297858935,-0.023297763363791982
Timothy Castagne,BEL,DF,0.0,546.0,1,1,3,0,2,1,1,0.14,0.0,0,263,230,87,20,35,1,8,75,2,50,0,24,127,24,7,2,1,0,0,0,,,,162,67,37,58,43,119,8,30,84,575,7.29,844,335,65175.17,0.5401727844694766,-0.7592297248834492
Timothy Fayulu,COD,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Timothy Weah,USA,FW,0.0,90.0,0,0,2,0,1,1,0,0.05,0.0,0,34,30,88,2,0,0,2,50,0,0,0,5,34,4,2,0,0,0,0,2,,,,26,11,12,3,10,16,3,18,24,80,2.9,167,75,10834.46,-0.7048133701912278,-0.3033801465137428
Tomas Araujo,POR,DF,0.0,100.0,0,0,0,0,0,0,0,0.0,0.0,0,102,98,96,0,0,0,0,0,2,50,0,1,4,1,1,0,1,0,0,0,,,,11,1,0,10,5,6,0,0,9,215,1.22,113,39,10213.3,-1.3243189297858935,-0.023297763363791982
Tomas Chory,CZE,FW,0.0,43.0,0,0,0,0,0,0,0,0.0,0.0,0,8,7,88,0,0,0,1,0,0,0,0,0,14,1,2,1,0,0,0,0,,,,13,7,6,0,8,5,0,6,4,18,4.49,55,28,4558.03,-1.3243189297858935,-0.023297763363791982
Tomas Holes,CZE,DF,0.0,169.0,0,0,0,0,0,0,0,0.0,0.0,0,66,55,83,0,0,1,1,0,3,100,0,8,37,7,2,2,0,0,0,0,,,,12,2,0,10,3,9,0,2,15,146,4.11,203,58,17483.14,-1.3243189297858935,-0.023297763363791982
Tomas Rodriguez,PAN,FW,0.0,53.0,0,1,1,0,0,1,0,0.06,0.0,0,9,7,78,0,0,0,1,100,0,0,0,3,26,3,3,1,0,0,0,0,,,,16,12,4,0,13,3,1,8,10,21,4.09,75,32,6034.0,-0.7271920709603394,-0.2348513340972829
Tomas Soucek,CZE,MF,0.0,152.0,0,0,1,0,1,0,0,0.12,0.0,0,44,35,80,0,0,0,2,50,0,0,0,4,42,5,3,1,0,0,0,2,,,,27,3,16,8,20,7,0,5,17,99,7.02,264,57,17938.82,-0.9551053553878156,-0.16657033177284963
Tomoki Hayakawa,JPN,GK,0.0,,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Toni Fruk,CRO,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Torbjorn Heggem,NOR,DF,0.0,503.0,0,1,1,0,1,0,0,0.61,0.0,0,301,282,94,0,0,1,4,25,0,0,0,2,30,10,2,0,0,0,0,0,,,,98,1,9,88,39,59,1,5,49,606,5.14,475,141,51748.22,-0.3280927183665059,-0.3246044798973632
Trevoh Chalobah,ENG,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Trevor Doornbusch,CUW,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Trezeguet,EGY,FW,1.0,204.0,1,3,8,13,6,2,3,0.71,1.4,0,81,68,84,3,0,4,5,40,1,100,0,6,46,4,3,2,0,0,0,0,,,,78,33,28,17,35,43,8,41,52,204,5.53,331,136,23437.67,4.139954496789229,-0.47113646277567384
Tshepang Moremi,RSA,FW,0.0,44.0,1,0,0,0,0,0,0,0.0,0.0,0,9,6,67,0,0,1,0,0,0,0,0,1,18,1,1,1,0,0,0,0,,,,14,8,4,2,4,10,2,4,5,20,3.72,67,41,5585.39,-0.9160271656025611,-0.21184803781213754
Tsuyoshi Watanabe,JPN,DF,0.0,99.0,0,0,0,0,0,0,0,0.0,0.0,0,34,31,91,2,50,0,0,0,0,0,0,4,8,3,0,1,0,0,0,0,,,,13,6,0,7,5,8,2,3,4,74,2.85,100,28,9543.84,-1.3243189297858935,-0.023297763363791982
Tyler Adams,USA,MF,0.0,397.0,0,0,0,0,0,0,0,0.0,0.0,0,231,211,91,0,0,0,6,67,1,100,0,30,65,21,5,6,1,0,0,0,,,,200,1,33,166,147,53,0,10,67,482,5.07,566,175,41838.77,-1.3243189297858935,-0.023297763363791982
Tyler Bindon,NZL,DF,0.0,120.0,0,1,2,0,2,0,1,0.33,0.0,0,68,49,72,0,0,1,6,33,2,50,0,4,13,4,2,1,0,0,0,0,,,,22,11,7,4,6,16,1,6,26,147,7.1,152,48,13159.9,-0.02501837711299554,-0.46163309973818234
Tyler Fletcher,SCO,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Tyrese Noslin,CUW,FW,0.0,19.0,0,0,0,0,0,0,0,0.0,0.0,0,9,5,56,3,33,0,1,0,0,0,0,0,7,2,0,2,0,0,0,0,,,,12,4,5,3,2,10,2,4,10,25,2.51,42,19,2453.07,-1.3243189297858935,-0.023297763363791982
Tyrick Bodak,CUW,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Ugurcan Cakir,TUR,GK,0.0,313.0,0,0,0,0,0,0,0,0.0,0.0,0,98,77,79,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,8.0,55.0,46.0,26,0,1,25,13,13,0,0,2,185,3.03,55,10,15872.23,-1.3243189297858935,-0.023297763363791982
Umar Eshmurodov,UZB,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Unai Simon,ESP,GK,0.0,717.0,0,0,0,0,0,0,0,0.0,0.0,0,269,219,81,0,0,0,3,33,2,100,0,0,0,0,0,3,0,0,0,0,14.0,108.0,84.0,107,0,0,107,73,34,0,0,9,523,3.38,121,41,40367.03,-1.3243189297858935,-0.023297763363791982
Utkir Yusupov,UZB,GK,0.0,105.0,0,0,0,0,0,0,0,0.0,0.0,0,29,17,59,0,0,0,2,0,1,100,0,0,0,0,0,1,0,0,0,0,1.0,27.0,21.0,12,0,0,12,7,5,0,0,0,50,0.96,7,1,5094.43,-1.3243189297858935,-0.023297763363791982
Valentin Barco,ARG,MF,0.0,24.0,0,0,0,0,0,0,0,0.0,0.0,0,20,17,85,0,0,0,1,100,0,0,0,0,7,2,0,1,0,0,0,0,,,,19,4,14,1,9,10,0,14,8,41,1.14,41,14,2814.61,-1.3243189297858935,-0.023297763363791982
Victor Lindelof,SWE,DF,0.0,390.0,0,0,2,0,2,0,2,0.26,0.0,0,200,190,95,0,0,0,3,67,1,100,0,5,24,10,3,0,0,0,0,0,,,,35,0,3,32,18,17,0,4,24,430,5.72,315,101,37262.4,-0.07998756399631192,-0.48707200734590506
