Player,Country,Position,Goals,Assists_x,Minutes Played,Assists_y,Attempts On Target,Attempts At Goal,Attempts At Goal Conv. Rate (%),Attempts Inside the Penalty Area,Attempts Outside the Penalty Area,Headed Attempts at Goal,xG,xG Efficiency,Corners,Passes,Passes Completed,Passing Accuracy (%),Crosses,Crossing Accuracy (%),Take-Ons Completed,Defensive Linebreaks Attempted,Defensive Linebreaks Acc (%),Switches of Play Attempted,Switches of Play Acc (%),Own Goals,Forced Turnovers,Defensive Pressures Applied,Defensive Pressures Directly Applied,Fouls Against,Fouls For,Yellow Cards,Red Cards,Indirect Red Cards,Offsides,Goalkeeper Saves,Goalkeeper Actions Inside the Penalty Area,Goalkeeper Actions Outside the Penalty Area,Offers To Receive,Offers In Behind,Offers In Between,Offers In Front,Offers Inside Team Shape,Offers Outside Team Shape,Receptions In Behind,Receptions Between Midfield And Defensive Line,Receptions Under Pressure,Player Involvements,Average Speed (km/h),High Speed Running,Sprints,Total Distance (m)
Mladen Jurkas,BIH,GK,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Mohamed Abdelmoneim,EGY,DF,0.0,0.0,15.0,0,0,0,0,0,0,0,0.0,0x,0,14,14,100,0,0,0,0,0,1,100,0,0,0,0,1,0,0,0,0,0,,,,6,0,1,5,1,5,0,0,3,32,3.29,26,10,1530.7
Mohamed Alaa,EGY,GK,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Mohamed Amine Ben Hmida,TUN,DF,0.0,0.0,221.0,0,0,0,0,0,0,0,0.0,0x,0,98,81,83,0,0,0,1,0,1,0,0,7,30,11,3,1,0,0,0,0,,,,38,2,0,36,12,26,0,1,18,208,5.95,167,70,22028.58
Mohamed Amine Tougai,ALG,DF,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Mohamed Amoura,ALG,FW,0.0,0.0,31.0,0,0,0,0,0,0,0,0.0,0x,0,8,7,88,0,0,0,0,0,0,0,0,2,32,1,1,0,0,0,0,0,,,,27,8,17,2,24,3,0,5,5,16,1.74,57,24,3799.52
Mohamed Elshenawy,EGY,GK,,,,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Mohamed Hadj Mahmoud,TUN,MF,0.0,0.0,52.0,0,0,0,0,0,0,0,0.0,0x,0,13,12,92,0,0,0,0,0,1,100,0,1,25,6,2,0,0,0,0,0,,,,18,2,9,7,11,7,0,1,7,24,4.46,67,36,5920.56
Mohamed Hany,EGY,DF,0.0,1.0,546.0,1,0,4,0,0,4,0,0.09,0x,0,282,245,87,17,24,4,9,56,1,100,2,10,90,11,2,1,0,0,0,0,,,,166,46,80,40,33,133,9,40,85,601,5.71,516,201,52140.55
Mohamed Kanno,KSA,MF,0.0,0.0,256.0,0,2,3,0,2,1,2,0.16,0x,0,104,97,93,1,0,1,6,67,3,100,0,10,84,14,5,0,1,0,0,0,,,,33,4,15,14,29,4,1,27,56,244,5.97,287,88,25496.47
Mohamed Kone,CIV,GK,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Mohamed Manai,QAT,FW,0.0,0.0,91.0,0,0,0,0,0,0,0,0.0,0x,0,15,7,47,0,0,1,3,33,0,0,1,2,52,3,3,0,0,0,0,0,,,,16,2,8,6,9,7,0,5,8,34,6.99,153,43,10166.36
Mohamed Salah,EGY,FW,1.0,2.0,469.0,2,4,9,11,7,2,1,0.95,1.05x,15,136,112,82,16,19,4,9,44,0,0,0,18,150,9,5,13,0,0,0,1,,,,197,68,112,17,112,85,5,93,92,339,6.32,493,201,49162.03
Mohamed Toure,AUS,FW,0.0,0.0,182.0,0,1,4,0,4,0,1,0.26,0x,0,16,12,75,2,0,2,2,50,0,0,0,3,86,5,4,2,0,0,0,1,,,,25,18,7,0,16,9,6,17,25,53,4.76,217,79,19508.03
Mohammad Abualnadi,JOR,DF,0.0,0.0,75.0,0,0,0,0,0,0,0,0.0,0x,0,31,24,77,0,0,0,0,0,0,0,0,2,6,3,0,0,0,0,0,0,,,,26,0,2,24,4,22,0,1,10,60,2.24,115,31,8415.95
Mohammad Abughoush,JOR,MF,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Mohammad Abuhasheesh,JOR,DF,0.0,0.0,13.0,0,0,0,0,0,0,0,0.0,0x,0,3,3,100,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,1,6,2.5,25,12,1660.43
Mohammad Abuzraiq,JOR,FW,0.0,0.0,12.0,0,0,0,0,0,0,0,0.0,0x,0,5,4,80,0,0,0,0,0,0,0,0,0,10,3,1,0,1,0,0,0,,,,2,1,1,0,0,2,0,0,2,10,5.37,24,15,1643.16
Mohammad Aldaoud,JOR,MF,0.0,0.0,15.0,0,0,0,0,0,0,0,0.0,0x,0,5,2,40,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,7,3,2,2,0,7,0,1,4,9,2.14,28,7,1620.24
Mohammad Ghorbani,IRN,MF,0.0,0.0,104.0,0,0,2,0,1,1,0,0.18,0x,0,19,16,84,0,0,0,0,0,0,0,0,5,23,3,2,1,0,0,0,0,,,,9,1,2,6,7,2,0,4,14,53,2.39,191,53,12481.86
Mohammad Mohebbi,IRN,MF,1.0,0.0,271.0,0,1,2,50,2,0,1,0.24,4.15x,0,69,49,71,1,0,0,3,33,1,0,0,8,133,15,1,1,0,0,0,0,,,,95,41,41,13,36,59,3,43,61,159,6.83,470,170,30775.81
Mohammed Abu Alshamat,KSA,DF,0.0,0.0,153.0,0,1,1,0,1,0,0,0.02,0x,0,64,51,80,3,0,0,4,25,1,0,0,10,67,16,2,1,0,0,0,0,,,,58,15,28,15,28,30,1,27,44,143,6.75,212,87,17130.45
Mohammed Alowais,KSA,GK,0.0,0.0,306.0,0,0,0,0,0,0,0,0.0,0x,0,93,53,57,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,17.0,86.0,78.0,6,0,0,6,5,1,0,0,2,138,2.51,15,1,12844.17
Mohammed Muntari,QAT,FW,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Mohanad Ali,IRQ,FW,0.0,0.0,20.0,0,0,0,0,0,0,0,0.0,0x,0,2,1,50,0,0,0,0,0,0,0,0,1,14,1,0,0,0,0,0,0,,,,4,4,0,0,3,1,1,0,1,4,2.36,36,16,2367.96
Mohanad Lashin,EGY,MF,0.0,0.0,409.0,0,0,2,0,1,1,1,0.12,0x,0,191,169,88,2,0,2,7,29,6,100,0,23,156,42,5,3,2,0,0,0,,,,119,2,25,92,61,58,1,11,64,406,6.48,538,161,44288.9
Mohannad Abutaha,JOR,MF,0.0,0.0,296.0,0,0,1,0,0,1,0,0.04,0x,2,87,59,68,6,50,6,6,50,2,0,0,21,98,21,2,2,1,0,0,0,,,,76,25,36,15,19,57,2,25,64,213,6.46,423,170,31861.4
Moise Bombito,CAN,DF,0.0,0.0,221.0,0,1,1,0,1,0,1,0.2,0x,0,111,96,86,0,0,0,4,50,1,100,0,4,11,2,2,0,0,0,0,0,,,,38,2,1,35,19,19,1,1,22,236,3.44,212,72,21226.71
Moises Caicedo,ECU,MF,0.0,0.0,407.0,0,1,4,0,1,3,1,0.19,0x,8,295,264,89,16,44,0,13,54,3,100,0,16,83,28,5,4,1,0,0,0,,,,148,7,58,83,110,38,0,24,64,640,6.23,505,134,42353.4
Moises Ramirez,ECU,GK,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Mojmir Chytil,CZE,FW,0.0,0.0,12.0,0,0,0,0,0,0,0,0.0,0x,0,2,2,100,0,0,0,1,100,0,0,0,1,4,1,1,0,0,0,0,0,,,,2,2,0,0,1,1,0,2,2,4,2.6,17,8,1627.26
Montassar Talbi,TUN,DF,0.0,0.0,298.0,0,0,1,0,1,0,1,0.08,0x,0,113,107,95,0,0,0,0,0,4,75,0,5,17,6,1,1,0,0,0,0,,,,30,2,2,26,11,19,0,2,24,236,6.02,275,77,29945.79
Morgan Rogers,ENG,MF,0.0,1.0,308.0,1,1,2,0,0,2,0,0.02,0x,0,78,64,82,6,17,3,11,82,0,0,0,17,80,15,3,2,0,0,0,1,,,,120,47,46,27,88,32,3,35,51,149,6.4,330,133,24932.61
Mortadha Ben Ouanes,TUN,DF,0.0,0.0,27.0,0,0,0,0,0,0,0,0.0,0x,0,4,3,75,0,0,0,1,0,0,0,0,3,10,3,0,1,0,0,0,0,,,,17,6,8,3,13,4,0,0,3,8,2.42,38,18,3378.97
Morten Thorsby,NOR,MF,0.0,0.0,50.0,0,0,0,0,0,0,0,0.0,0x,0,18,17,94,0,0,0,0,0,0,0,0,0,33,3,1,0,0,0,0,0,,,,33,9,16,8,23,10,0,5,18,39,1.23,107,30,6152.57
Mory Diaw,SEN,GK,0.0,0.0,287.0,0,0,0,0,0,0,0,0.0,0x,0,95,64,67,0,0,0,2,0,1,100,0,0,0,0,0,2,0,0,0,0,5.0,53.0,45.0,18,0,0,18,14,4,0,0,1,166,2.0,15,4,12541.47
Mostafa Shoubir,EGY,GK,0.0,0.0,546.0,0,0,0,0,0,0,0,0.0,0x,0,147,114,78,0,0,0,3,0,0,0,0,0,0,0,0,5,1,0,0,0,14.0,119.0,105.0,17,0,0,17,11,6,0,0,2,242,3.23,60,14,29414.93
Mostafa Zico,EGY,MF,2.0,1.0,398.0,1,3,8,25,7,1,2,1.1,1.82x,0,83,57,69,2,50,0,7,43,1,100,0,15,192,31,6,5,0,0,0,2,,,,166,83,68,15,99,67,6,61,56,215,7.41,726,225,49154.47
Moteb Alharbi,KSA,DF,0.0,0.0,213.0,0,0,0,0,0,0,0,0.0,0x,0,77,57,74,2,0,1,5,20,0,0,0,11,64,2,0,4,0,0,0,0,,,,49,18,19,12,20,29,4,8,25,168,6.75,235,107,22511.24
Mouhib Chamakh,TUN,GK,0.0,0.0,100.0,0,0,0,0,0,0,0,0.0,0x,0,23,16,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,26.0,20.0,1,0,0,1,1,0,0,0,0,34,0.77,4,0,3891.4
Mousa Altamari,JOR,FW,1.0,1.0,230.0,1,3,8,13,4,4,0,1.13,0.89x,0,36,28,78,1,100,3,4,75,0,0,0,10,82,7,2,3,0,0,0,1,,,,81,47,25,9,50,31,6,33,45,102,6.07,243,120,23119.95
Moussa Niakhate,SEN,DF,0.0,1.0,459.0,1,0,1,0,1,0,1,0.06,0x,0,290,271,93,2,50,0,1,100,4,75,0,12,21,4,3,6,0,0,0,0,,,,58,2,1,55,29,29,0,5,56,585,5.57,386,119,42611.78
Moutaz Neffati,TUN,DF,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Munaf Younus,IRQ,DF,0.0,0.0,89.0,0,0,0,0,0,0,0,0.0,0x,0,19,17,89,0,0,0,0,0,0,0,0,2,11,5,0,0,0,0,0,0,,,,2,0,0,2,1,1,0,0,8,40,1.95,63,22,8749.67
Munir El Kajoui,MAR,GK,,,,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Musab Aljuwayr,KSA,MF,0.0,0.0,167.0,0,0,0,0,0,0,0,0.0,0x,7,79,64,81,7,43,1,7,43,0,0,0,5,107,8,1,1,0,0,0,2,,,,79,20,54,5,43,36,1,28,49,173,7.55,326,85,20967.44
Mustafa Saadoon,IRQ,DF,0.0,0.0,24.0,0,0,0,0,0,0,0,0.0,0x,0,1,1,100,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,0,0,,,,3,1,2,0,0,3,0,0,0,2,2.01,26,15,2482.84
Nabil Bentaleb,ALG,MF,0.0,0.0,313.0,0,0,1,0,0,1,0,0.02,0x,0,280,255,91,1,0,0,3,67,1,0,0,16,42,12,2,3,0,0,0,0,,,,92,1,25,66,73,19,0,7,56,589,6.59,405,115,33625.87
Nabil Donga,EGY,MF,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Nadhir Benbouali,ALG,FW,1.0,0.0,52.0,0,2,2,50,2,0,2,0.16,6.14x,0,8,6,75,1,0,0,0,0,0,0,0,6,19,4,0,0,0,0,0,0,,,,12,7,3,2,11,1,2,8,13,28,1.6,66,35,5586.09
Nadiem Amiri,GER,MF,0.0,1.0,50.0,1,1,2,0,1,1,0,0.26,0x,0,20,17,85,2,50,0,2,50,1,100,0,1,11,0,0,0,0,0,0,0,,,,17,2,8,7,9,8,0,4,5,48,3.08,80,26,5438.68
Nahuel Molina,ARG,DF,0.0,0.0,513.0,0,0,1,0,0,1,0,0.02,0x,0,249,215,86,6,0,1,5,40,1,100,0,25,86,20,2,0,0,0,0,1,,,,183,68,70,45,40,143,5,40,87,421,4.96,435,187,43344.29
Nando Pijnaker,NZL,DF,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Nasser Aldawsari,KSA,MF,0.0,0.0,230.0,0,0,1,0,0,1,0,0.01,0x,0,107,92,86,1,0,5,2,50,1,0,0,8,106,19,7,2,1,0,0,0,,,,90,3,31,56,56,34,0,12,60,240,7.14,499,150,28038.3
Nathan Ake,NED,DF,0.0,0.0,189.0,0,0,1,0,1,0,1,0.14,0x,0,123,112,91,1,0,0,3,0,0,0,0,8,19,4,2,2,0,0,0,0,,,,28,1,5,22,5,23,0,3,17,253,4.51,136,49,18580.35
Nathan Ngoy,BEL,DF,0.0,0.0,376.0,0,0,1,0,1,0,0,0.02,0x,0,219,205,94,0,0,0,4,25,4,100,0,10,30,15,6,1,0,1,0,0,,,,27,0,1,26,12,15,0,0,33,477,4.75,353,112,37462.64
Nathan Patterson,SCO,DF,0.0,0.0,204.0,0,0,0,0,0,0,0,0.0,0x,0,109,94,86,2,0,1,3,0,1,100,0,7,37,9,2,0,0,0,0,0,,,,55,10,19,26,10,45,0,10,21,222,6.3,203,86,21036.01
Nathan Saliba,CAN,MF,1.0,2.0,206.0,2,1,3,33,1,2,1,0.3,3.36x,0,93,79,85,4,25,1,4,75,1,100,0,11,43,12,5,2,1,0,0,0,,,,51,4,13,34,32,19,2,8,40,206,4.12,386,122,23647.54
Nathanael Mbuku,COD,MF,0.0,0.0,163.0,0,2,3,0,0,3,0,0.13,0x,5,45,35,78,14,21,4,6,83,0,0,0,6,67,8,4,8,1,0,0,0,,,,45,12,26,7,11,34,0,27,36,134,5.33,243,74,18838.49
Nathaniel Brown,GER,DF,1.0,1.0,319.0,1,2,3,33,3,0,0,0.21,4.87x,11,131,115,88,19,32,2,6,67,0,0,0,3,64,21,4,1,0,0,0,0,,,,152,60,55,37,62,90,8,41,65,304,4.93,354,129,34794.69
Nawaf Alaqidi,KSA,GK,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Nawaf Bu Washl,KSA,DF,0.0,0.0,104.0,0,0,0,0,0,0,0,0.0,0x,0,46,35,76,0,0,0,1,0,0,0,0,3,27,4,1,1,0,0,0,0,,,,9,2,3,4,3,6,0,1,3,85,4.31,105,56,10603.72
Neil El Aynaoui,MAR,MF,0.0,0.0,634.0,0,2,7,0,5,2,4,0.6,0x,1,433,405,94,0,0,1,3,0,3,67,0,51,132,48,15,7,0,0,0,0,,,,334,37,99,198,250,84,1,25,154,918,6.69,836,276,70474.7
Nelson Semedo,POR,DF,0.0,0.0,164.0,0,0,0,0,0,0,0,0.0,0x,0,91,84,92,5,0,3,3,0,0,0,0,6,31,3,2,2,1,0,0,0,,,,52,18,25,9,26,26,3,7,26,196,5.02,196,79,16630.4
Nestory Irankunda,AUS,FW,1.0,0.0,285.0,0,3,6,17,4,2,1,0.81,1.23x,0,44,32,73,1,0,1,1,100,1,0,0,13,116,3,4,5,0,0,0,0,,,,55,34,20,1,36,19,6,43,51,124,5.66,263,129,27279.0
Neymar Jr,BRA,FW,1.0,0.0,55.0,0,2,3,33,3,0,0,0.82,1.22x,5,26,21,81,7,14,1,2,0,0,0,0,0,39,7,1,1,1,0,0,0,,,,32,2,21,9,19,13,1,11,8,72,2.59,71,18,5846.42
Ngalayel Mukau,COD,MF,0.0,0.0,220.0,0,0,1,0,0,1,0,0.06,0x,0,69,60,87,0,0,1,1,100,0,0,0,10,125,9,3,4,0,0,0,1,,,,62,11,35,16,39,23,0,19,41,164,7.25,383,105,26619.43
Ngolo Kante,FRA,MF,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Woltemade,GER,FW,0.0,0.0,44.0,0,0,2,0,2,0,0,0.09,0x,0,1,1,100,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,,,,12,5,7,0,11,1,0,3,3,7,1.4,37,13,4199.08
Nico Elvedi,SUI,DF,0.0,0.0,673.0,0,0,3,0,3,0,2,0.3,0x,0,438,406,93,0,0,3,2,50,5,100,0,8,48,12,5,6,1,0,0,0,,,,52,1,9,42,27,25,0,4,99,946,5.66,611,199,63204.39
Nico Gonzalez,ARG,MF,0.0,1.0,275.0,1,1,7,0,7,0,4,0.48,0x,0,103,85,83,9,44,4,8,63,0,0,0,8,44,5,3,2,0,0,0,0,,,,73,60,11,2,45,28,21,49,49,220,5.0,225,103,23733.97
Nico Oreilly,ENG,DF,0.0,0.0,523.0,0,1,7,0,6,1,5,0.88,0x,0,216,200,93,6,50,4,6,67,2,100,0,18,109,25,6,4,1,0,0,0,,,,205,46,73,86,88,117,6,33,75,472,6.21,561,225,52466.89
Nico Paz,ARG,FW,0.0,0.0,81.0,0,0,1,0,0,1,0,0.08,0x,0,56,54,96,1,0,1,2,100,2,100,0,7,44,6,2,1,0,0,0,0,,,,73,7,47,19,50,23,0,12,51,125,2.32,110,39,9189.47
Nico Schlotterbeck,GER,DF,1.0,0.0,152.0,0,2,2,50,2,0,2,0.25,4.01x,0,123,110,89,0,0,1,3,67,4,75,0,18,7,6,2,1,0,0,0,0,,,,22,0,1,21,5,17,0,6,33,272,3.07,158,40,15443.46
Nico Williams,ESP,FW,0.0,0.0,98.0,0,0,1,0,1,0,0,0.03,0x,1,28,24,86,4,0,2,4,75,0,0,0,7,33,1,0,1,0,0,0,0,,,,64,37,23,4,25,39,1,25,21,76,4.91,127,80,10656.13
Nicolas De La Cruz,URU,MF,0.0,0.0,115.0,0,2,4,0,1,3,0,0.11,0x,4,55,45,82,4,50,0,7,43,4,100,0,7,36,6,2,3,1,0,0,0,,,,69,15,33,21,47,22,1,13,33,130,6.33,174,65,12114.61
Nicolas Jackson,SEN,FW,0.0,1.0,271.0,1,3,7,0,6,1,2,0.56,0x,0,45,36,80,1,0,2,4,50,0,0,0,10,106,13,2,0,0,0,0,5,,,,127,73,40,14,96,31,4,38,42,114,6.12,304,154,28133.46
