Player,Country,Position,Goals,Minutes Played,Assists,Attempts On Target,Attempts At Goal,Attempts At Goal Conv. Rate (%),Attempts Inside the Penalty Area,Attempts Outside the Penalty Area,Headed Attempts at Goal,xG,xG Efficiency,Corners,Passes,Passes Completed,Passing Accuracy (%),Crosses,Crossing Accuracy (%),Take-Ons Completed,Defensive Linebreaks Attempted,Defensive Linebreaks Acc (%),Switches of Play Attempted,Switches of Play Acc (%),Own Goals,Forced Turnovers,Defensive Pressures Applied,Defensive Pressures Directly Applied,Fouls Against,Fouls For,Yellow Cards,Red Cards,Indirect Red Cards,Offsides,Goalkeeper Saves,Goalkeeper Actions Inside the Penalty Area,Goalkeeper Actions Outside the Penalty Area,Offers To Receive,Offers In Behind,Offers In Between,Offers In Front,Offers Inside Team Shape,Offers Outside Team Shape,Receptions In Behind,Receptions Between Midfield And Defensive Line,Receptions Under Pressure,Player Involvements,Average Speed (km/h),High Speed Running,Sprints,Total Distance (m),Attacking Impact Score,Passing Impact Score,Defensive Impact Score,Movement Impact Score,Goalkeeping Impact Score
Oswin Appollis,RSA,FW,0.0,287.0,0,1,4,0,0,4,0,0.15,0.0,7,99,82,83,7,14,5,3,33,1,100,0,12,115,9,1,2,0,0,0,0,,,,209,85,102,22,102,107,2,46,83,231,6.39,405,182,30714.27,0.6938635236280303,1.4204272392789503,1.288617807498227,5.500822679266,
Otabek Shukurov,UZB,MF,0.0,268.0,0,0,2,0,0,2,0,0.08,0.0,0,117,103,88,1,0,2,3,33,3,100,0,5,96,12,2,5,0,0,0,0,,,,115,2,59,54,80,35,0,8,56,252,6.72,378,85,29888.17,-0.6525152150973965,1.2845016861858924,1.3428138849018534,2.085167486718027,
Oumar Diakite,CIV,FW,0.0,40.0,0,0,0,0,0,0,0,0.0,0.0,0,19,17,89,1,0,3,3,33,0,0,0,3,11,1,0,0,0,0,0,0,,,,9,3,5,1,5,4,2,12,14,46,3.24,46,22,4173.12,-1.3243189297858935,-0.717679661351593,-1.2615234103965063,-2.0100153672801686,
Ousmane Dembele,FRA,FW,5.0,595.0,2,8,18,28,11,7,1,1.6,3.13,17,268,214,80,35,17,9,26,62,6,83,0,27,238,13,0,3,0,0,0,2,,,,181,62,81,38,71,110,11,157,145,668,6.27,750,248,62299.01,12.246201263302174,7.840010757023574,4.004767125208187,9.20183923422915,
Ousmane Diomande,CIV,DF,0.0,100.0,0,0,0,0,0,0,0,0.0,0.0,0,74,72,97,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,,,,9,0,0,9,2,7,0,0,1,148,1.35,75,24,8979.4,-1.3243189297858935,-1.0615302969150233,-1.4748042749137742,-2.3455201281040083,
Oussama Benbot,ALG,GK,0.0,100.0,0,0,0,0,0,0,0,0.0,0.0,0,25,18,72,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,14.0,13.0,1,0,0,1,1,0,0,0,0,40,0.71,6,0,4787.6,-1.3243189297858935,-1.6129469453545262,-1.459900097840634,-2.9872268899033467,-0.763728951596554
Owen Goodman,CAN,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,-1.2038479457474982
Ozan Kabak,TUR,DF,0.0,104.0,0,0,0,0,0,0,0,0.0,0.0,0,36,26,72,0,0,2,2,0,0,0,0,3,10,7,3,0,0,0,0,0,,,,16,0,4,12,9,7,0,2,11,73,1.98,100,33,10366.33,-1.3243189297858935,-1.253060751430696,-0.9030463831201287,-2.026672306551062,
Paik Seungho,KOR,MF,0.0,216.0,0,0,0,0,0,0,0,0.0,0.0,0,152,135,89,1,0,0,7,43,1,100,0,2,31,5,1,2,1,0,0,0,,,,134,4,43,87,92,42,1,10,67,317,6.66,269,63,23909.61,-1.3243189297858935,1.4010991807753912,-0.5117304963331619,2.3405431288434304,
Pape Gueye,SEN,MF,2.0,257.0,1,3,8,25,1,7,0,0.37,5.4,0,161,138,86,3,33,1,13,54,5,100,0,7,51,10,4,2,1,0,0,0,,,,107,13,51,43,79,28,2,16,99,369,6.87,356,114,29411.07,4.249547679828374,3.329366361198912,0.3294368362548901,2.798291217293907,
Pape Matar Sarr,SEN,MF,0.0,94.0,0,0,4,0,0,4,0,0.23,0.0,0,48,43,90,1,0,0,2,50,0,0,0,3,25,3,1,0,0,0,0,0,,,,36,6,12,18,24,12,1,4,13,106,3.29,157,44,10328.88,0.07376750913961172,-0.7183577604347167,-0.9832008459938262,-1.2038898897042354,
Parfait Guiagon,CIV,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Park Jinseob,KOR,DF,0.0,44.0,0,1,1,0,1,0,1,0.24,0.0,0,52,49,94,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,,,,8,2,2,4,4,4,1,1,6,108,4.68,64,13,4973.55,-0.3708838045617112,-1.189015154925482,-1.3865032004144415,-2.086359211161268,
Pascal Gross,GER,MF,0.0,24.0,0,0,1,0,0,1,0,0.04,0.0,0,14,14,100,1,0,0,1,100,0,0,0,1,15,1,1,0,0,0,0,0,,,,9,4,4,1,4,5,0,6,9,34,1.99,58,15,3218.51,-0.9884170724416449,-0.5893374168796712,-1.3418301355840079,-2.429058472583585,
Pathe Ciss,SEN,MF,0.0,232.0,0,1,2,0,1,1,1,0.2,0.0,0,139,128,92,0,0,0,0,0,8,75,0,3,11,5,1,0,0,0,0,0,,,,31,0,5,26,24,7,0,2,17,298,6.06,190,63,21513.7,-0.09724367241576144,1.5822820505470752,-1.015151273360601,-0.5675109518874957,
Patrick Beach,AUS,GK,0.0,435.0,0,0,0,0,0,0,0,0.0,0.0,0,122,79,65,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,91.0,76.0,16,0,0,16,8,8,0,0,1,208,2.62,23,5,19047.75,-1.3243189297858935,-0.8340222603477778,-1.6319565631539041,-2.0031058106709763,2.7477706593413425
Patrick Berg,NOR,MF,0.0,519.0,2,0,3,0,0,3,0,0.29,0.0,10,174,161,93,13,38,5,1,0,2,100,0,21,168,27,4,2,1,0,0,0,,,,178,35,79,64,123,55,1,39,83,386,6.93,797,263,59224.02,1.2561308645241673,2.458989683332275,3.545436345204677,6.146924012990348,
Patrick Pentz,AUT,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,-1.2038479457474982
Patrick Wimmer,AUT,FW,0.0,39.0,0,0,1,0,1,0,1,0.12,0.0,0,13,7,54,0,0,0,2,100,0,0,0,4,15,6,3,1,0,0,0,0,,,,17,10,6,1,4,13,0,11,14,32,3.34,54,23,4379.3,-0.70993596254089,-0.968368664048564,-0.6748613415297203,-1.9646257336371193,
Patrik Schick,CZE,FW,0.0,199.0,0,1,2,0,2,0,2,0.27,0.0,0,28,24,86,0,0,1,3,33,0,0,0,7,74,4,1,3,0,0,0,0,,,,44,23,21,0,34,10,0,27,32,75,6.81,251,76,22836.75,0.1734547218352062,-0.9262053881534361,0.3868021963963544,0.15876528358549158,
Pau Cubarsi,ESP,DF,0.0,717.0,0,1,3,0,1,2,1,0.27,0.0,0,566,547,97,1,0,0,6,67,1,100,0,11,28,11,4,2,1,0,0,0,,,,131,0,0,131,71,60,0,3,63,1198,6.1,698,230,72869.34,0.26200633187784905,5.058891263847551,0.38542564672666196,5.246557544468767,
Paul Izzo,AUS,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,-1.2038479457474982
Paul Okon Engstler,AUS,MF,0.0,214.0,1,0,0,0,0,0,0,0.0,0.0,1,89,77,87,1,100,1,6,83,2,100,0,9,78,5,3,2,0,0,0,0,,,,52,1,26,25,34,18,0,6,41,204,7.39,365,108,25987.7,-0.8536417128161344,2.2005861894923417,0.44529491674940647,0.6864506588391326,
Paul Wanner,AUT,MF,0.0,270.0,0,0,1,0,1,0,1,0.08,0.0,0,80,68,85,1,0,3,4,75,1,100,0,18,146,20,4,1,0,0,0,0,,,,100,31,40,29,76,24,3,23,63,191,6.64,392,115,30227.02,-0.7410668251400393,1.0671559815718117,2.5114955605278646,2.351441297103057,
Pavel Sulc,CZE,FW,0.0,209.0,0,0,2,0,0,2,0,0.03,0.0,0,51,39,76,1,100,2,3,0,0,0,0,6,104,12,2,1,0,0,0,1,,,,100,39,59,2,55,45,4,36,47,129,6.65,338,102,22856.82,-0.6914287933463331,-0.16562840635148804,0.8055531690173289,2.188649658801326,
Payam Niazmand,IRN,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,-1.2038479457474982
Pedri,ESP,MF,0.0,490.0,0,1,4,0,1,3,0,0.37,0.0,8,410,364,89,14,36,2,14,71,2,100,0,48,224,33,3,5,1,0,0,1,,,,330,42,131,157,249,81,5,58,150,900,7.37,847,254,59490.08,0.8985187125653087,5.727890884901585,6.734234347252476,10.93898332695295,
Pedro Miguel,QAT,DF,0.0,310.0,0,1,3,0,2,1,0,0.23,0.0,0,78,59,76,2,50,2,7,29,2,100,0,6,36,8,1,7,0,0,0,0,,,,26,8,4,14,13,13,3,3,29,172,5.13,229,76,26501.54,-0.04324393171269535,1.4016934075561323,0.8379997009923684,-0.3422613491970663,
Pedro Neto,POR,FW,0.0,381.0,1,0,1,0,0,1,0,0.0,0.0,0,155,137,88,13,23,7,11,73,2,50,0,9,86,8,4,3,0,0,0,0,,,,183,83,81,19,49,134,8,79,83,374,5.93,368,208,37581.23,-0.611256170857462,3.4059896390548117,0.89077991105945,6.139104178760791,
Pedro Porro,ESP,DF,2.0,499.0,0,3,7,29,4,3,1,1.1,1.82,0,305,274,90,16,31,3,12,33,7,100,0,22,64,16,7,6,0,0,0,0,,,,154,47,66,41,38,116,8,62,110,660,4.29,517,240,50034.98,4.021404536110887,5.632945341959662,2.4660120078997547,6.2446891090447005,
Pedro Vite,ECU,MF,0.0,407.0,1,1,4,0,1,3,0,0.23,0.0,2,297,269,91,7,43,1,9,56,2,100,0,34,119,29,2,5,0,0,0,0,,,,261,11,108,142,153,108,1,27,83,640,6.38,648,177,43374.6,0.8235397409330587,3.863620538039124,4.451918422999149,7.040658581461526,
Pervis Estupinan,ECU,DF,0.0,100.0,0,0,0,0,0,0,0,0.0,0.0,0,61,55,90,3,0,0,3,0,0,0,0,2,25,3,3,0,0,0,0,0,,,,48,24,13,11,22,26,3,23,19,130,3.31,144,70,11017.23,-1.3243189297858935,-0.8094102164114284,-1.045516565142538,-0.35425497578442205,
Petar Musa,CRO,FW,1.0,119.0,0,1,1,100,1,0,0,0.34,2.91,0,11,7,64,0,0,1,3,33,0,0,0,9,76,11,1,1,0,0,0,0,,,,43,33,9,1,38,5,0,10,13,29,3.35,160,61,13217.92,1.4050873924143705,-1.2481643656518575,0.6206343004350334,-0.9849944300107704,
Petar Sucic,CRO,MF,1.0,338.0,1,2,3,33,1,2,0,0.14,7.07,0,127,110,87,6,17,2,5,20,1,100,0,11,152,25,7,6,1,0,0,1,,,,164,44,73,47,98,66,6,43,62,294,7.0,548,158,39444.7,2.0378249215118687,1.4350870988476,3.310020094012997,4.880081899799581,
Philipp Lienhart,AUT,DF,0.0,207.0,0,0,1,0,1,0,0,0.1,0.0,0,140,128,91,0,0,0,3,67,1,100,0,1,11,4,0,0,0,0,0,0,,,,21,0,1,20,10,11,0,1,18,295,3.03,212,58,20886.37,-0.9706707866873903,1.1234910689535094,-1.2013757459170011,-1.0555962889012025,
Phillip Mwene,AUT,DF,0.0,160.0,0,0,1,0,1,0,0,0.0,0.0,0,64,56,88,6,0,0,2,50,0,0,0,3,32,8,1,1,0,0,0,0,,,,33,10,13,10,5,28,8,21,16,149,3.4,189,76,17929.88,-1.0484979431852635,-0.3207341267572146,-0.4256109614433106,-0.11780059396295546,
Pico Lopes,CPV,DF,0.0,445.0,0,0,2,0,2,0,2,0.29,0.0,0,182,153,84,0,0,0,7,14,5,60,0,6,36,9,0,3,0,0,0,0,,,,66,2,6,58,24,42,0,3,38,384,5.66,366,99,41751.06,-0.05663941704694995,1.8017468058345325,0.21136687399826407,1.1822577293852943,
Piero Hincapie,ECU,DF,0.0,376.0,0,0,3,0,3,0,3,0.4,0.0,1,189,160,85,15,13,2,13,31,0,0,0,11,80,29,5,4,1,1,0,0,,,,111,39,35,37,30,81,7,33,57,419,6.35,420,192,39830.97,0.6123462873346929,2.2452650425943537,2.4144344644437643,3.813034575250819,
Prince Adu,GHA,FW,0.0,62.0,0,0,1,0,1,0,0,0.25,0.0,0,5,4,80,0,0,0,0,0,0,0,0,0,25,4,4,0,0,0,0,0,,,,17,10,7,0,12,5,1,8,9,17,4.51,70,31,6266.52,-0.8539300519405804,-1.7777565063270684,-1.1085549691809855,-1.7999905858352963,
Promise David,CAN,FW,1.0,105.0,1,3,5,20,3,2,1,0.75,1.34,0,16,8,50,0,0,0,1,0,1,100,0,6,23,1,4,2,0,0,0,0,,,,22,15,7,0,18,4,2,18,18,46,4.43,79,41,9794.61,2.9332702748899635,-0.9490884084687945,-0.5974891829940638,-1.286239544940043,
Quinten Timber,NED,MF,0.0,68.0,0,0,0,0,0,0,0,0.0,0.0,0,12,10,83,2,50,0,2,50,0,0,0,5,27,7,0,2,0,0,0,0,,,,19,7,6,6,8,11,1,5,14,32,3.41,96,29,7777.13,-1.3243189297858935,-0.6118268167327593,-0.24592198347899555,-1.7844361861934455,
Raed Chikhaoui,TUN,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Rafael Leao,POR,FW,1.0,203.0,1,1,4,25,3,1,0,0.33,3.07,3,82,71,87,8,50,12,8,63,2,50,0,5,35,4,1,2,0,0,0,0,,,,76,20,48,8,10,66,4,43,63,205,5.73,188,75,18513.49,1.9530487068185405,2.875484566502995,-0.34205166003608034,1.530322898319333,
Rafik Belghali,ALG,DF,1.0,362.0,0,1,3,33,2,1,0,0.28,3.6,0,183,168,92,5,40,3,3,67,0,0,0,10,64,10,4,2,0,0,0,0,,,,97,54,27,16,42,55,7,31,83,406,6.27,480,170,38083.65,1.1827706888057732,1.4571521349056045,0.6604393113082726,3.677997647471466,
Rajaei Ayed,JOR,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Ramin Rezaeian,IRN,DF,2.0,309.0,1,2,4,50,4,0,0,0.97,2.06,7,98,68,69,17,29,1,12,50,0,0,0,9,82,10,2,3,0,0,0,1,,,,151,29,67,55,19,132,3,19,43,223,6.79,458,170,34994.84,3.6340621536371436,1.5545013742775498,0.9696412664674805,3.799707660890944,
Ramiz Zerrouki,ALG,MF,0.0,126.0,0,0,0,0,0,0,0,0.0,0.0,0,105,97,92,0,0,0,2,100,5,100,0,4,23,5,4,0,1,0,0,0,,,,56,8,12,36,39,17,1,4,37,226,5.59,201,54,15442.6,-1.3243189297858935,1.8487332620055794,-0.8198614148821226,-0.035455977751974864,
Ramon Sosa,PAR,MF,0.0,19.0,0,0,0,0,0,0,0,0.0,0.0,0,3,3,100,0,0,0,0,0,0,0,0,0,12,1,0,1,0,0,0,0,,,,5,1,3,1,4,1,0,0,0,9,1.41,36,16,2289.64,-1.3243189297858935,-1.6281072458900914,-1.2653329242518911,-2.801546175886309,
Ramy Bensebaini,ALG,DF,0.0,403.0,0,0,2,0,1,1,1,0.04,0.0,0,385,359,93,0,0,1,8,38,1,100,0,7,36,11,1,5,0,0,0,0,,,,76,1,1,74,37,39,0,1,69,814,5.3,301,122,35700.14,-0.46742669299408934,3.447198640500566,0.740981592291469,1.9930228999152098,
Ramy Rabia,EGY,DF,0.0,431.0,0,1,1,0,1,0,1,0.1,0.0,0,244,224,92,0,0,0,2,50,8,50,0,12,31,11,3,2,0,0,0,0,,,,85,4,4,77,48,37,1,1,23,525,5.82,435,128,40932.16,-0.4798418236587338,2.824458170370275,0.4809849007078154,1.840955341320069,
Rani Khedira,TUN,MF,0.0,162.0,0,0,1,0,0,1,0,0.06,0.0,0,30,25,83,1,0,0,2,50,0,0,0,6,49,10,3,0,1,0,0,0,,,,35,11,17,7,31,4,1,5,19,74,7.49,218,49,18577.38,-0.9728516411420702,-0.9271407031341131,-0.09915417007532329,-0.5264534868189529,
Raphinha,BRA,FW,0.0,143.0,0,2,3,0,1,2,0,0.34,0.0,7,44,30,68,10,30,2,4,25,0,0,0,10,59,7,1,2,0,0,0,2,,,,86,39,41,6,40,46,5,28,37,120,2.6,189,108,15809.52,0.7536736882661517,-0.0400836260834844,0.420254317143941,1.0684563450023012,
Raul Jimenez,MEX,FW,3.0,348.0,0,7,18,17,13,5,7,3.0,1.0,0,66,48,73,1,0,1,8,63,0,0,0,27,87,10,7,2,0,0,0,2,,,,149,73,72,4,107,42,6,75,74,190,4.43,295,141,32083.35,11.329287581254574,-0.038318808130328424,1.9746736372184275,4.151451355182553,
Raul Rangel,MEX,GK,0.0,494.0,0,0,0,0,0,0,0,0.0,0.0,0,155,120,77,0,0,0,4,0,1,100,0,0,0,0,1,0,0,0,0,0,8.0,57.0,46.0,62,1,0,61,42,20,0,0,7,317,3.14,71,12,25833.63,-1.3243189297858935,0.5866739636159338,-1.6319565631539041,-0.6681609886727272,1.1745347800648944
Rayan,BRA,FW,0.0,327.0,1,2,5,0,3,2,1,0.76,0.0,1,99,93,94,10,20,5,5,100,1,100,0,15,112,10,5,4,0,0,0,1,,,,54,33,19,2,23,31,7,75,76,245,4.95,395,135,33427.25,1.911338159070177,2.490754451829715,1.848027394997438,2.5208180181063904,
Rayan Ait Nouri,ALG,DF,0.0,315.0,0,0,1,0,1,0,0,0.02,0.0,0,211,190,90,9,0,12,7,57,0,0,0,12,70,25,6,4,0,0,0,0,,,,129,42,52,35,39,90,4,51,83,451,5.89,355,157,32073.2,-1.032932511885689,2.7049187308248848,2.119566263781765,4.042084770568432,
Rayan Cherki,FRA,MF,0.0,119.0,0,0,0,0,0,0,0,0.0,0.0,1,76,64,84,2,0,1,7,43,1,100,0,10,76,10,2,1,0,0,0,0,,,,47,5,30,12,34,13,2,21,45,166,6.49,230,83,15003.77,-1.261933476999467,0.8954759849098479,0.6213569853247688,0.32339785880093574,
Rayan Elloumi,TUN,FW,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Rebin Sulaka,IRQ,DF,0.0,41.0,0,0,1,0,1,0,0,0.07,0.0,0,29,23,79,0,0,0,0,0,3,33,0,2,1,1,1,0,0,1,0,0,,,,7,0,0,7,2,5,0,1,4,65,3.63,41,15,4423.46,-0.9940189336367522,-0.7545069210210924,-1.4346509123200233,-2.3910968490546285,
Redouane Halhal,MAR,DF,0.0,208.0,0,0,0,0,0,0,0,0.0,0.0,0,119,113,95,0,0,0,0,0,1,100,0,4,12,9,3,5,1,0,0,1,,,,13,0,0,13,1,12,0,0,37,260,1.86,154,62,19377.5,-1.3243189297858935,0.20743351489674774,0.1649000876678478,-1.2968509959844112,
Reece James,ENG,DF,0.0,352.0,0,0,1,0,0,1,0,0.04,0.0,0,184,169,92,11,27,2,8,38,3,33,0,5,46,18,2,0,0,0,0,0,,,,139,21,44,74,57,82,3,17,28,325,2.99,239,96,26574.9,-0.9884170724416449,2.6698959373010207,0.298030850015334,2.22627254341809,
Relebohile Mofokeng,RSA,FW,0.0,184.0,0,1,3,0,0,3,0,0.12,0.0,1,54,44,81,2,0,0,6,50,2,100,0,18,107,13,3,2,0,0,0,0,,,,56,18,34,4,37,19,3,34,22,130,5.73,341,100,23444.92,-0.00856833478499062,0.7710843558100724,1.8202348332065597,0.819399687299264,
Remo Freuler,SUI,MF,0.0,654.0,0,1,2,0,1,1,0,0.07,0.0,0,324,299,92,5,20,0,7,71,2,0,0,27,193,31,8,3,0,0,0,1,,,,328,43,138,147,228,100,3,34,105,694,6.79,1001,213,73750.57,-0.44358836870992235,2.9454485214271564,4.614788719383137,10.120621939460051,
Renato Veiga,POR,DF,0.0,518.0,0,0,2,0,2,0,2,0.28,0.0,0,336,320,95,0,0,1,4,50,1,100,0,9,45,11,5,3,2,0,0,0,,,,45,2,0,43,15,30,0,3,34,713,5.77,498,145,49867.82,-0.06442213269673724,2.8412968308080093,0.6212307044596772,1.6622261405113632,
Ricardo Ade,HAI,DF,0.0,306.0,0,1,4,0,2,2,2,0.17,0.0,0,136,121,89,0,0,0,5,40,1,100,0,3,24,5,6,4,0,0,0,0,,,,13,1,0,12,10,3,0,2,22,293,5.64,310,95,28826.94,0.7051695548275312,1.0182843599908342,-0.1828700945002733,-0.4801216416653514,
Ricardo Goss,RSA,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,-1.2038479457474982
Ricardo Pepi,USA,FW,0.0,247.0,0,0,5,0,5,0,2,0.38,0.0,0,38,33,87,1,0,4,1,100,0,0,0,18,84,15,5,2,0,0,0,2,,,,129,69,53,7,104,25,2,40,42,103,7.21,366,148,27870.91,0.8408679836030253,-0.12775566331962301,1.6885538013424606,2.9625876985446493,
Ricardo Rodriguez,SUI,DF,0.0,567.0,1,0,1,0,0,1,0,0.02,0.0,4,295,243,82,17,18,1,24,33,4,50,0,24,60,16,11,2,0,0,0,0,,,,108,42,39,27,18,90,4,44,82,603,5.83,541,200,55242.44,-0.34614892841218076,5.225739945523834,1.8580928718341756,4.571774555121368,
Richard Rios,COL,MF,0.0,175.0,0,1,5,0,2,3,1,0.37,0.0,0,56,47,84,2,0,3,1,100,1,100,0,4,55,24,10,4,1,0,0,0,,,,64,17,31,16,38,26,2,14,20,130,6.79,290,111,19796.25,0.9204254697214511,0.8668845637131889,1.3932298021708858,0.671214147535027,
Richie Laryea,CAN,DF,0.0,475.0,0,1,2,0,1,1,0,0.34,0.0,0,202,167,83,4,25,2,15,60,1,100,0,22,79,28,8,13,1,0,0,1,,,,110,42,39,29,48,62,6,28,76,428,5.81,464,231,46053.79,-0.2334550461656646,3.09434506518754,4.57574135036257,4.1077497331469175,
Riechedly Bazoer,CUW,DF,0.0,100.0,0,0,0,0,0,0,0,0.0,0.0,0,36,31,86,0,0,0,0,0,1,100,0,1,11,3,2,0,0,0,0,0,,,,18,0,3,15,9,9,0,1,4,71,1.69,60,15,8506.82,-1.3243189297858935,-0.5621701457929651,-1.2629687801759775,-2.259854853959007,
Ritsu Doan,JPN,MF,0.0,295.0,1,0,1,0,0,1,0,0.02,0.0,1,105,89,85,5,0,1,5,80,0,0,0,9,114,19,6,5,0,0,0,0,,,,97,42,41,14,45,52,2,44,65,222,6.63,346,152,32576.29,-0.5333052867714606,0.505595218093884,2.2226892103041846,2.736851058149418,
Riyad Mahrez,ALG,FW,2.0,288.0,1,3,6,33,4,2,0,1.49,1.34,5,147,127,86,9,33,0,9,67,6,100,0,22,102,13,1,7,0,0,0,1,,,,161,83,59,19,62,99,4,51,73,325,6.48,382,130,31107.72,4.5048076385465095,3.4383993060345226,2.8743741449803557,4.499297083926169,
Roberto Alvarado,MEX,FW,0.0,476.0,3,0,5,0,2,3,0,0.28,0.0,14,201,163,81,34,32,7,17,47,1,100,0,6,75,13,3,5,0,0,0,1,,,,198,57,100,41,74,124,3,82,102,477,6.34,567,185,50296.79,2.4578236974046783,5.4157281312783025,1.2340178944824505,6.78289423578935,
Robin Hranac,CZE,DF,0.0,301.0,0,0,0,0,0,0,0,0.0,0.0,0,116,104,90,1,0,0,2,0,0,0,0,15,37,15,6,0,0,0,0,0,,,,11,2,1,8,6,5,0,1,13,249,5.86,311,94,29418.45,-1.3243189297858935,-0.5749210759910629,0.6366783342281994,-0.6255139844829946,
Robin Risser,FRA,GK,0.0,,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,-1.2038479457474982
Robin Roefs,NED,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,-1.2038479457474982
Roderick Miller,PAN,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Rodri,ESP,MF,0.0,708.0,0,0,6,0,2,4,1,0.2,0.0,0,694,648,93,3,0,1,16,94,5,80,0,40,100,34,9,6,0,0,0,1,,,,389,5,115,269,277,112,2,39,232,1459,7.09,1133,278,83802.33,0.8472307282384349,7.963476158183297,5.0952919872274425,13.864159597985568,
Rodrigo Aguirre,URU,FW,0.0,8.0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,1,1,0,1,1,0,1,1,2,2.15,12,4,898.68,-1.3243189297858935,-2.4601903442842477,-1.6319565631539041,-2.886420042752456,
Rodrigo Bentancur,URU,MF,0.0,313.0,0,0,4,0,3,1,3,0.32,0.0,0,174,157,90,3,0,4,2,50,0,0,0,9,82,15,7,5,1,0,0,0,,,,140,23,57,60,111,29,1,24,82,396,6.44,352,145,33644.76,0.7924701040950666,0.7961976747125398,1.6217193683889026,3.5073472499900946,
Rodrigo De Paul,ARG,MF,0.0,466.0,1,1,2,0,0,2,0,0.06,0.0,1,298,274,92,12,42,2,9,67,1,100,0,7,130,16,2,4,0,0,0,1,,,,284,29,144,111,118,166,3,34,89,590,4.97,430,219,43341.18,0.04825614075451852,4.16168421535471,1.9185210563562505,7.627943489531725,
