Player,Country,Position,Goals,Minutes Played,Assists,Attempts On Target,Attempts At Goal,Attempts At Goal Conv. Rate (%),Attempts Inside the Penalty Area,Attempts Outside the Penalty Area,Headed Attempts at Goal,xG,xG Efficiency,Corners,Passes,Passes Completed,Passing Accuracy (%),Crosses,Crossing Accuracy (%),Take-Ons Completed,Defensive Linebreaks Attempted,Defensive Linebreaks Acc (%),Switches of Play Attempted,Switches of Play Acc (%),Own Goals,Forced Turnovers,Defensive Pressures Applied,Defensive Pressures Directly Applied,Fouls Against,Fouls For,Yellow Cards,Red Cards,Indirect Red Cards,Offsides,Goalkeeper Saves,Goalkeeper Actions Inside the Penalty Area,Goalkeeper Actions Outside the Penalty Area,Offers To Receive,Offers In Behind,Offers In Between,Offers In Front,Offers Inside Team Shape,Offers Outside Team Shape,Receptions In Behind,Receptions Between Midfield And Defensive Line,Receptions Under Pressure,Player Involvements,Average Speed (km/h),High Speed Running,Sprints,Total Distance (m),Attacking Impact Score,Passing Impact Score,Defensive Impact Score,Movement Impact Score,Goalkeeping Impact Score
Denis Zakaria,SUI,MF,0.0,392.0,0,2,5,0,5,0,1,0.61,0.0,0,185,160,86,14,14,3,10,70,0,0,0,19,63,23,4,0,2,0,0,1,,,,57,26,20,11,18,39,4,56,68,411,4.05,393,168,39537.36,1.2660201910646696,2.334296776981997,1.6667961201093517,2.4282445535885917,
Deniz Gul,TUR,FW,0.0,50.0,0,1,2,0,2,0,1,0.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,,,,14,13,1,0,14,0,1,3,3,7,4.28,43,22,5152.77,0.2629421019291356,-2.4642577606874845,-1.5765506717665017,-2.110622772338733,
Deniz Undav,GER,FW,3.0,174.0,2,4,6,50,5,1,0,1.43,2.1,0,31,23,74,2,0,0,4,50,0,0,0,6,53,7,3,0,0,0,0,0,,,,19,12,7,0,13,6,5,27,30,85,6.03,205,59,17404.37,5.5342761252761825,-0.7723799588836687,-0.2396085597423302,-0.32476816977432327,
Dennis Dargahi,IRN,FW,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Dennis Hadzikadunic,BIH,DF,0.0,33.0,1,0,0,0,0,0,0,0.0,0.0,0,10,8,80,0,0,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,,,,5,0,0,5,1,4,0,2,3,23,1.52,32,11,3338.81,-0.9160271656025611,-1.739905524625669,-1.4021300623773174,-2.735170114002201,
Denzel Dumfries,NED,DF,0.0,432.0,2,2,5,0,4,1,2,0.44,0.0,0,179,147,82,17,29,1,13,54,0,0,0,24,74,8,6,3,0,0,0,1,,,,82,40,29,13,18,64,13,44,56,379,6.05,470,183,43452.06,2.224416954376345,2.4543136703993604,1.6925415589603625,3.7960618638314316,
Derek Cornelius,CAN,DF,0.0,351.0,0,1,5,0,5,0,4,0.74,0.0,0,170,151,89,1,0,0,2,50,1,0,0,4,29,6,4,3,1,0,0,0,,,,14,2,2,10,6,8,1,8,35,379,4.58,368,106,33569.61,1.8570441028709512,0.4471589878069656,-0.17561191501845252,0.02422852845512919,
Deroy Duarte,CPV,MF,1.0,300.0,0,2,3,33,1,2,0,0.12,8.28,0,101,87,86,1,100,0,2,50,1,100,0,13,137,26,4,1,0,0,0,0,,,,56,11,29,16,41,15,1,14,51,228,6.26,323,73,31052.7,1.711991991229319,1.3717371398826383,2.4697445658408386,0.830578371912304,
Derrick Etienne,HAI,FW,0.0,14.0,0,0,0,0,0,0,0,0.0,0.0,1,8,4,50,2,50,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,10,7,1,2,4,6,2,5,1,19,2.56,26,8,1841.93,-1.261933476999467,-1.3221701705213598,-1.6097942065989432,-2.4083349705308223,
Derrick Luckassen,GHA,DF,1.0,205.0,0,1,1,100,1,0,0,0.62,1.62,0,125,109,87,0,0,0,3,0,1,100,0,2,8,4,1,2,0,0,0,0,,,,4,0,0,4,1,3,1,1,12,256,2.64,147,39,18059.74,1.5184982222543162,0.41054192019141145,-0.8281906309741904,-1.6826554560430815,
Desire Doue,FRA,FW,1.0,400.0,1,8,13,8,4,9,1,0.71,1.41,2,175,148,85,5,40,9,14,43,2,100,0,13,173,22,3,6,0,0,0,0,,,,174,50,81,43,57,117,12,78,85,428,6.55,504,228,43220.64,6.52464431236937,3.7518987730518485,3.4825771733605833,6.649984369607156,
Deveron Fonville,CUW,DF,0.0,260.0,0,0,0,0,0,0,0,0.0,0.0,0,66,55,83,0,0,4,3,33,0,0,0,9,73,19,2,3,0,0,0,0,,,,17,5,8,4,3,14,0,9,53,151,5.89,239,132,25516.75,-1.3243189297858935,-0.37060142323121953,1.424247970300943,-0.1524348408285241,
Diego Gomez,PAR,MF,0.0,332.0,0,0,6,0,2,4,0,0.25,0.0,1,101,80,79,2,0,2,4,25,2,100,0,23,147,37,5,1,2,0,0,0,,,,84,10,43,31,58,26,0,21,63,247,6.73,492,179,37311.9,0.7033603664268726,0.9225784468161069,3.8812369169515026,2.388818139433382,
Diego Moreira,BEL,MF,0.0,76.0,0,0,0,0,0,0,0,0.0,0.0,0,15,10,67,4,25,1,3,67,2,50,0,5,36,2,2,1,0,0,0,1,,,,47,12,21,14,20,27,1,11,5,41,1.04,109,55,8031.47,-1.3243189297858935,0.2772172346205206,-0.6262130155898227,-1.2927493833249444,
Diney Borges,CPV,DF,0.0,445.0,0,2,4,0,3,1,3,0.18,0.0,0,195,158,81,0,0,0,8,13,9,44,1,5,29,16,2,0,1,0,0,0,,,,103,2,2,99,57,46,0,3,42,388,5.88,395,111,43337.98,1.1748312253615054,2.634416611566407,-0.013535249219787658,2.0547518398823152,
Diogo Costa,POR,GK,0.0,518.0,0,0,0,0,0,0,0,0.0,0.0,0,125,98,78,0,0,0,5,20,2,0,0,0,0,0,0,1,0,0,0,0,20.0,114.0,93.0,26,0,0,26,15,11,0,0,3,217,2.76,40,8,23794.16,-1.3243189297858935,0.10997531260352089,-1.459900097840634,-1.65019519507153,3.925614421652921
Diogo Dalot,POR,DF,0.0,78.0,0,0,1,0,0,1,0,0.04,0.0,0,39,34,87,1,0,2,1,0,0,0,0,2,13,3,0,1,0,0,0,0,,,,35,10,12,13,12,23,1,6,25,86,2.42,86,39,7881.23,-0.9884170724416449,-1.1128681771893945,-1.0064342391590344,-1.3368594566231926,
Djed Spence,ENG,DF,0.0,373.0,0,2,2,0,1,1,0,0.71,0.0,0,160,142,89,9,0,4,12,75,0,0,0,13,75,12,1,2,0,0,0,0,,,,119,32,40,47,26,93,7,15,43,296,6.22,255,127,27817.63,0.30016500305819727,2.0860712710602436,1.0924654983246471,2.7566518912172375,
Djibril Sow,SUI,MF,0.0,276.0,0,1,2,0,1,1,0,0.23,0.0,0,97,83,86,4,25,0,7,57,1,100,0,8,54,5,5,4,0,0,0,0,,,,112,26,63,23,59,53,4,19,50,215,4.57,421,147,31183.47,-0.3190649183133251,1.4104746655663343,0.4611438495677022,2.588953726594617,
Dodi Lukebakio,BEL,FW,0.0,194.0,0,1,7,0,5,2,1,0.41,0.0,0,55,44,80,7,14,10,6,83,1,100,0,6,67,3,1,2,0,0,0,0,,,,83,39,26,18,30,53,1,34,32,154,3.16,232,101,20237.33,1.4742482973773905,2.1947949274104688,0.013268729733032161,0.9449569992342982,
Dominic Hyam,SCO,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Dominik Kotarski,CRO,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,-1.2038479457474982
Dominik Livakovic,CRO,GK,0.0,413.0,0,0,0,0,0,0,0,0.0,0.0,0,129,95,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.0,80.0,68.0,5,0,0,5,2,3,0,0,8,235,2.52,30,5,17297.82,-1.3243189297858935,-0.9236044249364789,-1.459900097840634,-2.151332950353107,2.2639273629543704
Dominique Simon,HAI,MF,0.0,68.0,0,1,1,0,0,1,0,0.01,0.0,1,30,22,73,1,100,0,2,0,0,0,0,2,26,6,1,1,0,0,0,0,,,,47,2,24,21,34,13,1,2,11,64,4.37,150,36,7878.3,-0.7037201964228493,-0.6299194238241341,-0.6775998187748583,-1.059998832305577,
Donyell Malen,NED,FW,0.0,197.0,0,2,4,0,2,2,1,0.22,0.0,0,34,27,79,8,25,5,5,60,0,0,0,8,47,7,0,2,0,0,0,0,,,,82,40,30,12,46,36,4,42,38,107,4.34,178,81,18907.07,0.744573310411273,0.49580178288029775,0.16264873951675082,1.1315745623553704,
Dostonbek Khamdamov,UZB,MF,0.0,120.0,0,0,2,0,1,1,1,0.08,0.0,2,34,29,85,5,60,1,1,0,0,0,0,9,74,6,1,0,0,0,0,1,,,,32,17,13,2,22,10,1,20,22,92,4.48,184,63,13625.49,-0.3115249248220868,-0.559382095198201,0.11845030727192035,-0.7107674586401022,
Douglas Santos,BRA,DF,0.0,505.0,0,0,2,0,2,0,0,0.2,0.0,0,275,256,93,6,17,0,5,60,0,0,0,21,111,42,3,2,1,0,0,1,,,,86,31,30,25,25,61,7,43,78,571,6.22,642,220,52462.91,-0.6170226435888873,1.9294404548757578,3.837704697272932,4.414147250149364,
Duckens Nazon,HAI,FW,0.0,31.0,0,1,1,0,0,1,0,0.12,0.0,0,3,1,33,0,0,1,0,0,0,0,0,1,6,0,0,1,1,0,0,0,,,,0,0,0,0,0,0,0,2,4,8,1.63,27,8,2597.09,-0.6804957770616155,-2.0835641976634554,-1.331097309027039,-2.8674430014081866,
Duje Caleta Car,CRO,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Dylan Batubinsika,COD,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Dylan Bronn,TUN,DF,0.0,49.0,0,0,0,0,0,0,0,0.0,0.0,0,20,16,80,0,0,0,0,0,1,0,0,1,4,1,1,0,0,0,0,0,,,,7,0,0,7,2,5,0,0,1,40,2.04,38,13,5012.71,-1.3243189297858935,-1.4596787772686588,-1.4637230966362937,-2.619118507224619,
Dzenis Burnic,BIH,MF,0.0,27.0,0,0,1,0,0,1,0,0.02,0.0,0,8,7,88,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,,,,7,4,2,1,0,7,0,2,7,21,3.35,37,11,3073.49,-1.0039825037412196,-1.6875538050875447,-1.565469493489021,-2.4617200968746102,
Eberechi Eze,ENG,MF,0.0,164.0,0,0,2,0,0,2,0,0.16,0.0,1,40,33,83,3,33,2,5,100,1,100,0,4,43,0,1,3,0,0,0,1,,,,44,17,21,6,33,11,1,25,31,97,4.21,206,73,16888.28,-0.5278680371126712,1.3035851329282433,-0.3900336246875832,-0.22467118179694445,
Ederson,BRA,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,-1.2038479457474982
Ederson Silva,BRA,MF,0.0,38.0,0,0,2,0,1,1,0,0.34,0.0,0,5,5,100,3,33,0,0,0,0,0,0,1,20,2,1,0,0,0,0,0,,,,14,7,2,5,7,7,0,5,3,23,2.93,63,33,4509.03,-0.47911461634739533,-1.1748588763222236,-1.224831209937629,-2.20701026359188,
Edgar Yoel Barcenas,PAN,MF,0.0,272.0,0,0,2,0,0,2,0,0.05,0.0,3,109,96,88,5,40,2,3,67,4,100,0,9,74,6,3,3,1,0,0,0,,,,120,9,66,45,86,34,1,13,49,239,6.75,426,101,30790.0,-0.48870700368747855,2.248139222249844,0.6346197032117309,2.414091356577311,
Edgardo Farina,PAN,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Edin Dzeko,BIH,FW,0.0,196.0,0,0,3,0,3,0,0,0.2,0.0,0,48,33,69,2,50,2,3,67,1,100,0,4,69,1,1,2,1,0,0,0,,,,55,16,33,6,40,15,4,22,36,111,4.56,201,57,19815.85,-0.34120165698825744,0.860616736485187,-0.2123864205273833,0.25486762316462663,
Edmilson Junior,QAT,FW,0.0,228.0,1,2,3,0,3,0,0,0.43,0.0,0,41,33,80,4,25,2,7,43,0,0,0,5,66,11,4,2,0,0,0,1,,,,68,40,25,3,21,47,8,16,38,106,6.21,290,97,23874.51,0.7374117075036447,0.0735214862743866,0.43261610637865056,1.3748594425417564,
Edo Kayembe,COD,MF,0.0,177.0,0,1,2,0,0,2,0,0.1,0.0,0,41,35,85,2,0,2,1,0,0,0,0,20,116,20,5,3,0,0,0,0,,,,64,7,37,20,42,22,1,18,37,108,5.34,297,86,20579.44,-0.391290213616091,-1.0582029154650447,2.647804581127413,0.5198372429094849,
Edouard Mendy,SEN,GK,0.0,172.0,0,0,0,0,0,0,0,0.0,0.0,0,60,49,82,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,8.0,34.0,25.0,18,0,0,18,15,3,0,0,2,132,1.72,18,2,9883.83,-1.3243189297858935,-0.418172117164763,-1.6319565631539041,-2.323538956795155,0.45783911295105223
Edson Alvarez,MEX,DF,0.0,278.0,0,0,2,0,1,1,1,0.19,0.0,0,153,138,90,2,50,1,3,0,4,75,0,3,37,13,5,2,1,0,0,0,,,,103,3,29,71,69,34,0,3,36,324,4.8,342,104,28527.89,-0.3506859582472795,1.7188953883118632,0.10981656655224399,1.480981032442952,
Egil Selvik,NOR,GK,0.0,100.0,0,0,0,0,0,0,0,0.0,0.0,0,30,19,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,25.0,22.0,6,0,0,6,6,0,0,0,1,49,0.5,5,0,4989.63,-1.3243189297858935,-1.7482321553666316,-1.6319565631539041,-2.893120185932413,0.004086907916039674
Ehsan Haddad,JOR,DF,0.0,287.0,1,0,1,0,1,0,0,0.03,0.0,0,73,54,74,7,29,1,9,78,0,0,0,13,80,18,3,1,0,0,0,0,,,,57,11,30,16,3,54,0,23,48,167,6.44,384,118,30918.71,-0.6168580320525694,0.811424392041279,1.3453731299526377,1.1583045345336278,
Ehsan Hajisafi,IRN,DF,0.0,104.0,0,0,1,0,0,1,0,0.08,0.0,0,20,11,55,2,0,1,2,0,1,100,0,1,27,2,2,1,1,0,0,0,,,,15,1,8,6,3,12,1,2,7,47,4.41,134,48,11464.24,-0.9572862098424956,-0.5788340417280282,-0.9752064966819951,-1.6497917408573777,
El Hadji Malick Diouf,SEN,DF,0.0,202.0,0,0,0,0,0,0,0,0.0,0.0,5,89,74,83,9,33,0,7,71,0,0,0,14,37,5,2,0,0,0,0,0,,,,53,17,17,19,11,42,1,16,23,194,4.77,268,97,21779.39,-1.0123916658537604,0.858816365655955,-0.04156772751027604,0.2744427481759692,
Eldor Shomurodov,UZB,FW,1.0,304.0,0,2,4,25,4,0,0,0.17,5.79,0,72,52,72,1,0,5,4,25,0,0,0,28,96,11,8,4,0,0,0,1,,,,97,45,45,7,69,28,1,68,58,175,5.96,274,149,30198.42,1.6701387631438414,-0.2706188747448118,2.542425925749981,2.560575860359416,
Elias Achouri,TUN,FW,0.0,58.0,0,1,3,0,0,3,0,0.13,0.0,0,8,7,88,0,0,0,0,0,0,0,0,1,19,6,0,1,0,0,0,1,,,,31,17,13,1,16,15,0,3,10,33,6.83,68,40,6477.05,-0.06317107192162992,-1.6875538050875447,-0.817483785865934,-1.323704254679628,
Elias Saad,TUN,FW,0.0,124.0,0,0,1,0,0,1,0,0.06,0.0,1,29,22,76,2,0,1,1,100,0,0,0,6,53,3,1,3,0,0,0,1,,,,45,12,32,1,25,20,2,19,35,76,4.99,199,86,15480.51,-0.9104661883556435,-0.5329806410241754,0.030188699161574944,-0.07161171118509506,
Elijah Just,NZL,MF,3.0,291.0,0,5,7,43,5,2,0,0.86,3.48,0,99,85,86,1,0,4,5,20,2,50,0,19,152,18,3,2,1,0,0,0,,,,162,36,101,25,100,62,2,35,72,236,6.88,460,178,33430.3,4.851457270837898,0.815765993283505,2.6891687461367773,4.344038155387889,
Elisha Owusu,GHA,MF,0.0,166.0,0,0,0,0,0,0,0,0.0,0.0,0,58,50,86,4,25,2,1,0,0,0,0,5,55,10,2,0,0,0,0,0,,,,36,8,9,19,23,13,2,7,41,134,5.07,262,74,18829.07,-1.3243189297858935,-0.6006170154230646,-0.09498281955915203,-0.20850734813777227,
Elliot Anderson,ENG,MF,0.0,693.0,1,1,7,0,3,4,2,0.38,0.0,3,434,385,89,6,50,1,17,71,10,90,0,27,147,47,7,9,0,0,0,0,,,,328,20,75,233,238,90,2,12,166,836,6.71,851,240,65814.51,2.3494176821065054,7.29027142449217,6.122881858642275,10.082537090736526,
Elliot Stroud,SWE,DF,0.0,183.0,0,0,1,0,1,0,0,0.09,0.0,3,49,38,78,6,33,3,6,50,0,0,0,9,61,7,3,1,0,0,0,0,,,,37,9,19,9,10,27,0,10,21,115,6.96,251,94,20520.74,-0.7912971439778976,0.3573569983733552,0.20804448923692,-0.1690187697330012,
Ellyes Skhiri,TUN,MF,0.0,267.0,0,0,0,0,0,0,0,0.0,0.0,0,109,99,91,0,0,0,3,0,2,100,1,10,40,10,0,1,0,0,0,0,,,,63,2,18,43,53,10,0,7,20,230,6.61,286,59,29334.81,-1.3243189297858935,0.5386358061137458,0.22243456733546976,0.37258140845682386,
Eloy Room,CUW,GK,0.0,300.0,0,0,0,0,0,0,0,0.0,0.0,0,89,48,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,81.0,72.0,9,0,0,9,3,6,0,0,3,160,3.12,15,1,15611.7,-1.3243189297858935,-1.3672243592565345,-1.6319565631539041,-2.2156975880369756,3.1485535165688443
Elye Wahi,CIV,FW,0.0,127.0,0,2,3,0,3,0,0,0.48,0.0,0,21,15,71,1,0,0,3,33,0,0,0,5,60,3,0,0,0,0,0,0,,,,56,37,19,0,49,7,3,24,22,55,4.51,154,63,13009.5,0.3680335215692492,-1.1538818939995172,-0.47072816798458383,-0.11559865234125513,
Emam Ashour,EGY,MF,2.0,395.0,0,2,10,20,5,5,1,1.06,1.89,4,207,176,85,3,0,3,7,57,3,100,0,19,72,12,2,13,0,0,0,0,,,,241,49,128,64,114,127,5,50,85,471,6.48,522,185,42840.52,4.776100242216967,2.699377523221228,3.3257373968304487,7.052077821082736,
Emiliano Martinez,ARG,GK,0.0,794.0,0,0,0,0,0,0,0,0.0,0.0,0,211,161,76,0,0,0,8,25,0,0,0,0,0,0,0,0,0,0,0,0,8.0,76.0,64.0,38,0,0,38,21,17,0,0,2,352,2.72,56,12,31299.07,-1.3243189297858935,0.6114575125430917,-1.6319565631539041,-1.0959104480122914,1.7781960954038845
Emiliano Martinez,URU,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Emmanuel Agbadou,CIV,DF,0.0,308.0,0,1,3,0,1,2,1,0.05,0.0,0,154,142,92,0,0,0,1,0,0,0,0,4,28,8,0,0,0,0,0,0,,,,31,0,6,25,17,14,0,5,31,323,4.16,250,72,28516.79,0.09078658758252779,-0.38315677093054257,-0.5796764207177909,-0.30279319195281823,
Endrick,BRA,FW,0.0,146.0,0,0,3,0,2,1,0,0.68,0.0,0,20,16,80,1,0,1,4,25,0,0,0,3,53,5,1,1,0,0,0,1,,,,51,36,12,3,44,7,2,18,20,57,4.67,103,57,13958.58,0.06131870234600362,-0.9610630032988444,-0.3776853203931485,-0.4473244084584917,
Enner Valencia,ECU,FW,0.0,311.0,0,6,10,0,9,1,2,1.53,0.0,0,40,33,83,1,0,2,1,0,0,0,0,8,91,11,4,7,0,0,0,2,,,,98,56,35,7,64,34,9,42,43,125,5.71,233,108,29489.89,4.617892645566569,-1.1456117493404125,1.7568750473281505,2.410685001851688,
Enzo Fernandez,ARG,MF,2.0,658.0,0,4,12,17,4,8,2,0.9,2.22,0,483,448,93,5,40,5,20,75,8,88,0,28,121,14,6,4,0,0,0,1,,,,276,44,104,128,155,121,4,72,125,853,5.44,753,248,60303.56,5.767386244159206,7.916184150381198,3.0042344854639227,9.443963057100023,
Eom Jisung,KOR,MF,0.0,53.0,0,0,0,0,0,0,0,0.0,0.0,0,9,9,100,3,67,2,2,100,0,0,0,0,2,0,0,1,0,0,0,0,,,,15,7,6,2,4,11,2,5,3,23,4.64,72,36,6234.99,-1.3243189297858935,0.29570699709412473,-1.437737741285673,-1.8073344390895265,
Eray Coemert,SUI,DF,0.0,39.0,0,0,0,0,0,0,0,0.0,0.0,0,5,5,100,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,,,,2,1,0,1,1,1,0,0,2,13,1.0,32,11,3959.81,-1.3243189297858935,-1.61121546324101,-1.408317205248891,-2.878852808608157,
Eren Elmali,TUR,DF,0.0,134.0,0,0,0,0,0,0,0,0.0,0.0,0,59,52,88,4,25,2,1,100,1,100,0,4,26,3,2,1,1,0,0,0,,,,26,12,11,3,11,15,3,8,30,121,4.45,135,60,14528.21,-1.3243189297858935,1.151521668700358,-0.7377474832543636,-0.7889936810464973,
Eric Davis,PAN,DF,0.0,14.0,0,0,1,0,0,1,0,0.0,0.0,2,7,3,43,3,33,0,2,0,0,0,0,1,1,1,0,1,0,0,0,0,,,,5,1,4,0,2,3,0,2,4,18,4.82,30,18,1809.13,-0.8947770294679409,-1.463589090077,-1.3249101661554652,-2.3993629743621088,
Eric Garcia,ESP,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Eric Smith,SWE,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Erik Lira,MEX,MF,0.0,391.0,1,0,0,0,0,0,0,0.0,0.0,0,199,182,91,2,100,2,2,0,5,100,0,17,81,26,3,4,0,0,0,0,,,,139,4,59,76,105,34,1,11,46,425,5.34,497,137,43502.52,-0.9160271656025611,2.8961616552611495,2.614630854836587,3.2545196352402805,
Erling Haaland,NOR,FW,7.0,537.0,0,12,19,37,18,1,7,4.62,1.51,0,47,34,72,1,0,1,4,25,0,0,0,11,108,5,5,3,0,0,0,0,,,,73,51,22,0,59,14,8,64,68,171,4.61,375,172,49468.92,16.243998841658964,-0.8372952390938829,1.0744181686845165,3.0446247962987942,
Ermedin Demirovic,BIH,FW,0.0,399.0,0,4,4,0,1,3,0,0.08,0.0,0,39,29,74,0,0,1,5,80,0,0,0,19,131,15,11,3,1,0,0,1,,,,106,67,31,8,82,24,3,36,53,112,6.09,375,176,40423.23,0.9107150469752554,-0.406593226353831,2.4437413648460273,2.8624451364117265,
Ermin Mahmic,BIH,MF,2.0,88.0,0,2,4,50,2,2,0,0.34,5.88,0,16,12,75,1,0,0,0,0,1,100,0,1,41,3,1,1,1,0,0,0,,,,35,13,16,6,26,9,0,6,5,45,5.34,155,57,10657.09,2.666126185892372,-0.7575306990400423,-0.7584769665382913,-1.137551285152608,
Ernest Nuamah,GHA,FW,0.0,109.0,1,0,0,0,0,0,0,0.0,0.0,0,29,20,69,0,0,2,2,50,1,100,0,2,58,6,2,2,0,0,0,0,,,,22,7,12,3,12,10,2,15,27,74,4.98,148,60,12051.38,-0.9160271656025611,-0.009264441120773273,-0.1509456485822112,-0.931294884447215,
Esmir Bajraktarevic,BIH,FW,0.0,262.0,0,2,3,0,1,2,0,0.11,0.0,1,71,58,82,8,0,3,0,0,0,0,0,16,85,8,1,2,0,0,0,0,,,,106,45,48,13,40,66,5,35,61,180,6.49,318,145,28616.79,0.20035851160248339,-0.5000736303786619,1.1438523015096826,2.8244339900376425,
Evan Ndicka,CIV,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Evann Guessand,CIV,FW,0.0,27.0,0,0,1,0,1,0,1,0.14,0.0,0,5,4,80,0,0,0,0,0,0,0,0,2,9,2,1,0,0,0,0,0,,,,3,2,1,0,3,0,0,8,7,14,2.82,32,14,2736.85,-0.6943705312413153,-1.7777565063270684,-1.284408451841203,-2.549544036410889,
Evidence Makgopa,RSA,FW,0.0,241.0,0,3,4,0,4,0,2,0.42,0.0,0,29,20,69,0,0,0,1,100,0,0,0,15,76,9,1,1,0,0,0,2,,,,43,32,10,1,35,8,3,30,28,77,6.21,319,106,25410.78,1.3331565701467372,-0.811775512771713,0.8713425468093521,0.5706831767228243,
Exequiel Palacios,ARG,MF,0.0,100.0,0,0,0,0,0,0,0,0.0,0.0,0,94,89,95,0,0,0,0,0,0,0,0,1,5,1,1,1,0,0,0,0,,,,18,3,4,11,7,11,1,4,21,190,1.0,113,37,10029.01,-1.3243189297858935,-0.9219641520045968,-1.2805854530455432,-1.7132223910635127,
Ezri Konsa,ENG,DF,0.0,637.0,0,1,2,0,2,0,1,0.26,0.0,0,440,423,96,3,0,1,3,100,3,67,0,14,58,16,7,11,0,0,0,0,,,,125,4,8,113,66,59,0,3,54,859,5.7,549,160,57635.86,-0.07949738666150684,4.383786027626148,2.761281511611527,3.8469232990130693,
Fabian Balbuena,PAR,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,1.55,2,1,90.04,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.053065233858442,
Fabian Rieder,SUI,MF,0.0,332.0,0,2,7,0,4,3,0,1.09,0.0,8,87,71,82,16,0,2,10,40,2,100,0,19,210,30,3,6,0,0,0,0,,,,172,48,110,14,106,66,7,56,82,232,6.04,566,179,38929.3,2.5319967693336167,2.3099437274919548,4.759219358591445,5.437722713522052,
